"m:0","m:1","m:2","Points:0","Points:1","Points:2"
-0.0024786,-0.00029922,1,8.8e-08,0,1.52e-07
-0.0023828,-0.00030849,1,9e-08,0,1.52e-07
-0.0022777,-0.00031753,1,9.2e-08,0,1.52e-07
-0.0021634,-0.00032628,1,9.4e-08,0,1.52e-07
-0.0020402,-0.00033469,1,9.6e-08,0,1.52e-07
-0.0019085,-0.0003427,1,9.8e-08,0,1.52e-07
-0.0017687,-0.00035025,1,1e-07,0,1.52e-07
-0.0016211,-0.00035729,1,1.02e-07,0,1.52e-07
-0.0014665,-0.00036377,1,1.04e-07,0,1.52e-07
-0.0013052,-0.00036964,1,1.06e-07,0,1.52e-07
-0.0011381,-0.00037485,1,1.08e-07,0,1.52e-07
-0.00096579,-0.00037936,1,1.1e-07,0,1.52e-07
-0.00078903,-0.00038313,1,1.12e-07,0,1.52e-07
-0.00060864,-0.00038613,1,1.14e-07,0,1.52e-07
-0.00042545,-0.00038834,1,1.16e-07,0,1.52e-07
-0.00024032,-0.00038973,1,1.18e-07,0,1.52e-07
-5.414e-05,-0.0003903,1,1.2e-07,0,1.52e-07
0.0001322,-0.00039004,1,1.22e-07,0,1.52e-07
0.0003178,-0.00038895,1,1.24e-07,0,1.52e-07
0.00050178,-0.00038704,1,1.26e-07,0,1.52e-07
0.00068327,-0.00038433,1,1.28e-07,0,1.52e-07
0.0008614,-0.00038084,1,1.3e-07,0,1.52e-07
0.0010354,-0.00037661,1,1.32e-07,0,1.52e-07
0.0012044,-0.00037165,1,1.34e-07,0,1.52e-07
0.0013678,-0.00036603,1,1.36e-07,0,1.52e-07
0.0015249,-0.00035977,1,1.38e-07,0,1.52e-07
0.001675,-0.00035293,1,1.4e-07,0,1.52e-07
0.0018176,-0.00034557,1,1.42e-07,0,1.52e-07
0.0019522,-0.00033773,1,1.44e-07,0,1.52e-07
0.0020784,-0.00032947,1,1.46e-07,0,1.52e-07
0.0021959,-0.00032084,1,1.48e-07,0,1.52e-07
0.0023043,-0.00031191,1,1.5e-07,0,1.52e-07
0.0024035,-0.00030272,1,1.52e-07,0,1.52e-07
0.0024933,-0.00029333,1,1.54e-07,0,1.52e-07
0.0025735,-0.00028379,1,1.56e-07,0,1.52e-07
0.0026442,-0.00027416,1,1.58e-07,0,1.52e-07
0.0027053,-0.00026447,1,1.6e-07,0,1.52e-07
0.0027569,-0.00025479,1,1.62e-07,0,1.52e-07
0.0027991,-0.00024513,1,1.64e-07,0,1.52e-07
0.0028319,-0.00023555,1,1.66e-07,0,1.52e-07
0.0028555,-0.00022609,1,1.68e-07,0,1.52e-07
0.0028702,-0.00021676,1,1.7e-07,0,1.52e-07
0.002876,-0.0002076,1,1.72e-07,0,1.52e-07
0.0028734,-0.00019864,1,1.74e-07,0,1.52e-07
0.0028625,-0.0001899,1,1.76e-07,0,1.52e-07
0.0028436,-0.00018139,1,1.78e-07,0,1.52e-07
0.0028171,-0.00017314,1,1.8e-07,0,1.52e-07
0.0027833,-0.00016514,1,1.82e-07,0,1.52e-07
0.0027426,-0.00015743,1,1.84e-07,0,1.52e-07
0.0026952,-0.00015,1,1.86e-07,0,1.52e-07
0.0026415,-0.00014287,1,1.88e-07,0,1.52e-07
0.0025819,-0.00013603,1,1.9e-07,0,1.52e-07
0.0025167,-0.0001295,1,1.92e-07,0,1.52e-07
0.0024463,-0.00012326,1,1.94e-07,0,1.52e-07
0.002371,-0.00011733,1,1.96e-07,0,1.52e-07
0.002291,-0.0001117,1,1.98e-07,0,1.52e-07
0.0022068,-0.00010637,1,2e-07,0,1.52e-07
0.0021187,-0.00010134,1,2.02e-07,0,1.52e-07
0.0020268,-9.6606e-05,1,2.04e-07,0,1.52e-07
0.0019315,-9.216e-05,1,2.06e-07,0,1.52e-07
0.0018331,-8.7997e-05,1,2.08e-07,0,1.52e-07
0.0017318,-8.4117e-05,1,2.1e-07,0,1.52e-07
0.0016279,-8.0514e-05,1,2.12e-07,0,1.52e-07
0.0015216,-7.7182e-05,1,2.14e-07,0,1.52e-07
0.0014131,-7.4112e-05,1,2.16e-07,0,1.52e-07
0.0013027,-7.131e-05,1,2.18e-07,0,1.52e-07
0.0011904,-6.8762e-05,1,2.2e-07,0,1.52e-07
0.0010766,-6.6469e-05,1,2.22e-07,0,1.52e-07
0.00096144,-6.4425e-05,1,2.24e-07,0,1.52e-07
0.00084501,-6.2623e-05,1,2.26e-07,0,1.52e-07
0.00072752,-6.1063e-05,1,2.28e-07,0,1.52e-07
0.00060912,-5.9742e-05,1,2.3e-07,0,1.52e-07
0.00048997,-5.866e-05,1,2.32e-07,0,1.52e-07
0.00037021,-5.7809e-05,1,2.34e-07,0,1.52e-07
0.00024998,-5.7192e-05,1,2.36e-07,0,1.52e-07
0.00012942,-5.6804e-05,1,2.38e-07,0,1.52e-07
8.7545e-06,-0.00017669,1,0,2e-09,1.52e-07
-0.00011252,-0.00017695,1,2e-09,2e-09,1.52e-07
-0.0002337,-0.00017794,1,4e-09,2e-09,1.52e-07
-0.00035468,-0.00017964,1,6e-09,2e-09,1.52e-07
-0.00047529,-0.00018207,1,8e-09,2e-09,1.52e-07
-0.00059541,-0.00018523,1,1e-08,2e-09,1.52e-07
-0.00071488,-0.00018912,1,1.2e-08,2e-09,1.52e-07
-0.00083355,-0.00019376,1,1.4e-08,2e-09,1.52e-07
-0.00095128,-0.00019915,1,1.6e-08,2e-09,1.52e-07
-0.0010679,-0.00020531,1,1.8e-08,2e-09,1.52e-07
-0.0011832,-0.00021224,1,2e-08,2e-09,1.52e-07
-0.0012971,-0.00021997,1,2.2e-08,2e-09,1.52e-07
-0.0014093,-0.00022849,1,2.4e-08,2e-09,1.52e-07
-0.0015196,-0.00023783,1,2.6e-08,2e-09,1.52e-07
-0.0016279,-0.00024801,1,2.8e-08,2e-09,1.52e-07
-0.0017339,-0.00025903,1,3e-08,2e-09,1.52e-07
-0.0018374,-0.00027091,1,3.2e-08,2e-09,1.52e-07
-0.0019381,-0.00028367,1,3.4e-08,2e-09,1.52e-07
-0.0020358,-0.00029733,1,3.6e-08,2e-09,1.52e-07
-0.0021302,-0.00031189,1,3.8e-08,2e-09,1.52e-07
-0.002221,-0.00032736,1,4e-08,2e-09,1.52e-07
-0.0023079,-0.00034377,1,4.2e-08,2e-09,1.52e-07
-0.0023907,-0.00036112,1,4.4e-08,2e-09,1.52e-07
-0.0024689,-0.00037942,1,4.6e-08,2e-09,1.52e-07
-0.0025424,-0.00039866,1,4.8e-08,2e-09,1.52e-07
-0.0026107,-0.00041886,1,5e-08,2e-09,1.52e-07
-0.0026735,-0.00044001,1,5.2e-08,2e-09,1.52e-07
-0.0027304,-0.0004621,1,5.4e-08,2e-09,1.52e-07
-0.0027812,-0.00048511,1,5.6e-08,2e-09,1.52e-07
-0.0028253,-0.00050904,1,5.8e-08,2e-09,1.52e-07
-0.0028626,-0.00053384,1,6e-08,2e-09,1.52e-07
-0.0028926,-0.0005595,1,6.2e-08,2e-09,1.52e-07
-0.0029151,-0.00058598,1,6.4e-08,2e-09,1.52e-07
-0.0029296,-0.00061322,1,6.6e-08,2e-09,1.52e-07
-0.0029359,-0.00064117,1,6.8e-08,2e-09,1.52e-07
-0.0029336,-0.00066976,1,7e-08,2e-09,1.52e-07
-0.0029226,-0.00069891,1,7.2e-08,2e-09,1.52e-07
-0.0029026,-0.00072855,1,7.4e-08,2e-09,1.52e-07
-0.0028734,-0.00075857,1,7.6e-08,2e-09,1.52e-07
-0.0028348,-0.00078888,1,7.8e-08,2e-09,1.52e-07
-0.0027867,-0.00081934,1,8e-08,2e-09,1.52e-07
-0.0027289,-0.00084984,1,8.2e-08,2e-09,1.52e-07
-0.0026616,-0.00088023,1,8.4e-08,2e-09,1.52e-07
-0.0025845,-0.00091037,1,8.6e-08,2e-09,1.52e-07
-0.0024978,-0.00094011,1,8.8e-08,2e-09,1.52e-07
-0.0024016,-0.00096927,1,9e-08,2e-09,1.52e-07
-0.0022959,-0.0009977,1,9.2e-08,2e-09,1.52e-07
-0.0021809,-0.0010252,1,9.4e-08,2e-09,1.52e-07
-0.002057,-0.0010517,1,9.6e-08,2e-09,1.52e-07
-0.0019244,-0.0010768,1,9.8e-08,2e-09,1.52e-07
-0.0017835,-0.0011006,1,1e-07,2e-09,1.52e-07
-0.0016349,-0.0011227,1,1.02e-07,2e-09,1.52e-07
-0.001479,-0.001143,1,1.04e-07,2e-09,1.52e-07
-0.0013165,-0.0011614,1,1.06e-07,2e-09,1.52e-07
-0.001148,-0.0011778,1,1.08e-07,2e-09,1.52e-07
-0.0009742,-0.0011919,1,1.1e-07,2e-09,1.52e-07
-0.0007959,-0.0012037,1,1.12e-07,2e-09,1.52e-07
-0.00061391,-0.001213,1,1.14e-07,2e-09,1.52e-07
-0.00042907,-0.0012199,1,1.16e-07,2e-09,1.52e-07
-0.00024227,-0.0012242,1,1.18e-07,2e-09,1.52e-07
-5.4396e-05,-0.0012258,1,1.2e-07,2e-09,1.52e-07
0.00013364,-0.0012249,1,1.22e-07,2e-09,1.52e-07
0.00032093,-0.0012214,1,1.24e-07,2e-09,1.52e-07
0.00050656,-0.0012152,1,1.26e-07,2e-09,1.52e-07
0.00068966,-0.0012066,1,1.28e-07,2e-09,1.52e-07
0.00086936,-0.0011955,1,1.3e-07,2e-09,1.52e-07
0.0010448,-0.001182,1,1.32e-07,2e-09,1.52e-07
0.0012153,-0.0011663,1,1.34e-07,2e-09,1.52e-07
0.00138,-0.0011484,1,1.36e-07,2e-09,1.52e-07
0.0015383,-0.0011286,1,1.38e-07,2e-09,1.52e-07
0.0016896,-0.001107,1,1.4e-07,2e-09,1.52e-07
0.0018332,-0.0010837,1,1.42e-07,2e-09,1.52e-07
0.0019687,-0.0010589,1,1.44e-07,2e-09,1.52e-07
0.0020958,-0.0010328,1,1.46e-07,2e-09,1.52e-07
0.0022139,-0.0010056,1,1.48e-07,2e-09,1.52e-07
0.0023229,-0.00097737,1,1.5e-07,2e-09,1.52e-07
0.0024226,-0.00094839,1,1.52e-07,2e-09,1.52e-07
0.0025127,-0.00091878,1,1.54e-07,2e-09,1.52e-07
0.0025932,-0.00088873,1,1.56e-07,2e-09,1.52e-07
0.002664,-0.00085838,1,1.58e-07,2e-09,1.52e-07
0.0027252,-0.00082788,1,1.6e-07,2e-09,1.52e-07
0.0027768,-0.00079738,1,1.62e-07,2e-09,1.52e-07
0.0028188,-0.00076701,1,1.64e-07,2e-09,1.52e-07
0.0028515,-0.00073688,1,1.66e-07,2e-09,1.52e-07
0.0028748,-0.00070711,1,1.68e-07,2e-09,1.52e-07
0.0028892,-0.00067779,1,1.7e-07,2e-09,1.52e-07
0.0028947,-0.00064902,1,1.72e-07,2e-09,1.52e-07
0.0028916,-0.00062087,1,1.74e-07,2e-09,1.52e-07
0.0028802,-0.00059341,1,1.76e-07,2e-09,1.52e-07
0.0028609,-0.00056671,1,1.78e-07,2e-09,1.52e-07
0.0028338,-0.0005408,1,1.8e-07,2e-09,1.52e-07
0.0027995,-0.00051574,1,1.82e-07,2e-09,1.52e-07
0.0027581,-0.00049156,1,1.84e-07,2e-09,1.52e-07
0.0027102,-0.00046828,1,1.86e-07,2e-09,1.52e-07
0.0026559,-0.00044592,1,1.88e-07,2e-09,1.52e-07
0.0025957,-0.00042451,1,1.9e-07,2e-09,1.52e-07
0.0025299,-0.00040404,1,1.92e-07,2e-09,1.52e-07
0.0024588,-0.00038453,1,1.94e-07,2e-09,1.52e-07
0.0023829,-0.00036596,1,1.96e-07,2e-09,1.52e-07
0.0023023,-0.00034835,1,1.98e-07,2e-09,1.52e-07
0.0022175,-0.00033168,1,2e-07,2e-09,1.52e-07
0.0021287,-0.00031595,1,2.02e-07,2e-09,1.52e-07
0.0020362,-0.00030114,1,2.04e-07,2e-09,1.52e-07
0.0019404,-0.00028724,1,2.06e-07,2e-09,1.52e-07
0.0018414,-0.00027423,1,2.08e-07,2e-09,1.52e-07
0.0017396,-0.00026211,1,2.1e-07,2e-09,1.52e-07
0.0016351,-0.00025086,1,2.12e-07,2e-09,1.52e-07
0.0015282,-0.00024046,1,2.14e-07,2e-09,1.52e-07
0.0014192,-0.0002309,1,2.16e-07,2e-09,1.52e-07
0.0013082,-0.00022215,1,2.18e-07,2e-09,1.52e-07
0.0011954,-0.00021421,1,2.2e-07,2e-09,1.52e-07
0.0010811,-0.00020707,1,2.22e-07,2e-09,1.52e-07
0.00096539,-0.00020071,1,2.24e-07,2e-09,1.52e-07
0.00084846,-0.00019511,1,2.26e-07,2e-09,1.52e-07
0.00073047,-0.00019027,1,2.28e-07,2e-09,1.52e-07
0.00061158,-0.00018618,1,2.3e-07,2e-09,1.52e-07
0.00049195,-0.00018283,1,2.32e-07,2e-09,1.52e-07
0.0003717,-0.00018021,1,2.34e-07,2e-09,1.52e-07
0.000251,-0.00017832,1,2.36e-07,2e-09,1.52e-07
0.00012997,-0.00017714,1,2.38e-07,2e-09,1.52e-07
8.8735e-06,-0.00029653,1,0,4e-09,1.52e-07
-0.00011336,-0.000297,1,2e-09,4e-09,1.52e-07
-0.00023551,-0.00029866,1,4e-09,4e-09,1.52e-07
-0.00035745,-0.00030155,1,6e-09,4e-09,1.52e-07
-0.00047904,-0.00030564,1,8e-09,4e-09,1.52e-07
-0.00060014,-0.00031098,1,1e-08,4e-09,1.52e-07
-0.00072061,-0.00031754,1,1.2e-08,4e-09,1.52e-07
-0.00084029,-0.00032537,1,1.4e-08,4e-09,1.52e-07
-0.00095903,-0.00033446,1,1.6e-08,4e-09,1.52e-07
-0.0010767,-0.00034484,1,1.8e-08,4e-09,1.52e-07
-0.0011931,-0.00035652,1,2e-08,4e-09,1.52e-07
-0.001308,-0.00036954,1,2.2e-08,4e-09,1.52e-07
-0.0014213,-0.00038391,1,2.4e-08,4e-09,1.52e-07
-0.0015327,-0.00039966,1,2.6e-08,4e-09,1.52e-07
-0.0016421,-0.00041681,1,2.8e-08,4e-09,1.52e-07
-0.0017493,-0.00043539,1,3e-08,4e-09,1.52e-07
-0.0018539,-0.00045542,1,3.2e-08,4e-09,1.52e-07
-0.0019558,-0.00047694,1,3.4e-08,4e-09,1.52e-07
-0.0020547,-0.00049996,1,3.6e-08,4e-09,1.52e-07
-0.0021503,-0.00052452,1,3.8e-08,4e-09,1.52e-07
-0.0022424,-0.00055063,1,4e-08,4e-09,1.52e-07
-0.0023305,-0.00057831,1,4.2e-08,4e-09,1.52e-07
-0.0024146,-0.00060759,1,4.4e-08,4e-09,1.52e-07
-0.0024941,-0.00063846,1,4.6e-08,4e-09,1.52e-07
-0.0025688,-0.00067095,1,4.8e-08,4e-09,1.52e-07
-0.0026384,-0.00070506,1,5e-08,4e-09,1.52e-07
-0.0027024,-0.00074077,1,5.2e-08,4e-09,1.52e-07
-0.0027606,-0.00077808,1,5.4e-08,4e-09,1.52e-07
-0.0028126,-0.00081697,1,5.6e-08,4e-09,1.52e-07
-0.002858,-0.00085741,1,5.8e-08,4e-09,1.52e-07
-0.0028964,-0.00089935,1,6e-08,4e-09,1.52e-07
-0.0029275,-0.00094275,1,6.2e-08,4e-09,1.52e-07
-0.002951,-0.00098753,1,6.4e-08,4e-09,1.52e-07
-0.0029665,-0.0010336,1,6.6e-08,4e-09,1.52e-07
-0.0029737,-0.0010809,1,6.8e-08,4e-09,1.52e-07
-0.0029722,-0.0011293,0.99999,7e-08,4e-09,1.52e-07
-0.0029619,-0.0011787,0.99999,7.2e-08,4e-09,1.52e-07
-0.0029425,-0.001229,0.99999,7.4e-08,4e-09,1.52e-07
-0.0029137,-0.0012798,0.99999,7.6e-08,4e-09,1.52e-07
-0.0028754,-0.0013312,1,7.8e-08,4e-09,1.52e-07
-0.0028274,-0.0013829,1,8e-08,4e-09,1.52e-07
-0.0027696,-0.0014346,1,8.2e-08,4e-09,1.52e-07
-0.002702,-0.0014862,1,8.4e-08,4e-09,1.52e-07
-0.0026245,-0.0015374,1,8.6e-08,4e-09,1.52e-07
-0.0025371,-0.0015879,1,8.8e-08,4e-09,1.52e-07
-0.00244,-0.0016374,1,9e-08,4e-09,1.52e-07
-0.0023332,-0.0016858,1,9.2e-08,4e-09,1.52e-07
-0.0022169,-0.0017325,1,9.4e-08,4e-09,1.52e-07
-0.0020913,-0.0017775,1,9.6e-08,4e-09,1.52e-07
-0.0019569,-0.0018203,1,9.8e-08,4e-09,1.52e-07
-0.0018141,-0.0018607,1,1e-07,4e-09,1.52e-07
-0.0016632,-0.0018983,1,1.02e-07,4e-09,1.52e-07
-0.0015048,-0.0019329,1,1.04e-07,4e-09,1.52e-07
-0.0013396,-0.0019642,1,1.06e-07,4e-09,1.52e-07
-0.0011682,-0.001992,1,1.08e-07,4e-09,1.52e-07
-0.00099141,-0.0020161,1,1.1e-07,4e-09,1.52e-07
-0.00080995,-0.0020361,1,1.12e-07,4e-09,1.52e-07
-0.00062467,-0.002052,1,1.14e-07,4e-09,1.52e-07
-0.00043646,-0.0020637,1,1.16e-07,4e-09,1.52e-07
-0.00024622,-0.002071,1,1.18e-07,4e-09,1.52e-07
-5.4869e-05,-0.0020738,1,1.2e-07,4e-09,1.52e-07
0.00013665,-0.0020722,1,1.22e-07,4e-09,1.52e-07
0.00032738,-0.0020661,1,1.24e-07,4e-09,1.52e-07
0.00051641,-0.0020556,1,1.26e-07,4e-09,1.52e-07
0.00070283,-0.0020408,1,1.28e-07,4e-09,1.52e-07
0.00088573,-0.0020218,1,1.3e-07,4e-09,1.52e-07
0.0010643,-0.0019989,1,1.32e-07,4e-09,1.52e-07
0.0012376,-0.001972,1,1.34e-07,4e-09,1.52e-07
0.0014051,-0.0019416,1,1.36e-07,4e-09,1.52e-07
0.0015659,-0.0019079,1,1.38e-07,4e-09,1.52e-07
0.0017195,-0.001871,1,1.4e-07,4e-09,1.52e-07
0.0018652,-0.0018313,1,1.42e-07,4e-09,1.52e-07
0.0020027,-0.0017891,1,1.44e-07,4e-09,1.52e-07
0.0021313,-0.0017447,1,1.46e-07,4e-09,1.52e-07
0.0022509,-0.0016983,1,1.48e-07,4e-09,1.52e-07
0.0023611,-0.0016504,1,1.5e-07,4e-09,1.52e-07
0.0024617,-0.0016011,1,1.52e-07,4e-09,1.52e-07
0.0025525,-0.0015508,1,1.54e-07,4e-09,1.52e-07
0.0026335,-0.0014998,1,1.56e-07,4e-09,1.52e-07
0.0027046,-0.0014482,1,1.58e-07,4e-09,1.52e-07
0.0027659,-0.0013965,1,1.6e-07,4e-09,1.52e-07
0.0028174,-0.0013447,1,1.62e-07,4e-09,1.52e-07
0.0028592,-0.0012932,1,1.64e-07,4e-09,1.52e-07
0.0028915,-0.0012421,1,1.66e-07,4e-09,1.52e-07
0.0029143,-0.0011917,1,1.68e-07,4e-09,1.52e-07
0.002928,-0.001142,1,1.7e-07,4e-09,1.52e-07
0.0029327,-0.0010933,1,1.72e-07,4e-09,1.52e-07
0.0029288,-0.0010457,1,1.74e-07,4e-09,1.52e-07
0.0029164,-0.00099924,1,1.76e-07,4e-09,1.52e-07
0.0028961,-0.00095408,1,1.78e-07,4e-09,1.52e-07
0.0028679,-0.00091028,1,1.8e-07,4e-09,1.52e-07
0.0028324,-0.00086793,1,1.82e-07,4e-09,1.52e-07
0.0027899,-0.00082708,1,1.84e-07,4e-09,1.52e-07
0.0027407,-0.00078776,1,1.86e-07,4e-09,1.52e-07
0.0026852,-0.00075002,1,1.88e-07,4e-09,1.52e-07
0.0026237,-0.00071388,1,1.9e-07,4e-09,1.52e-07
0.0025567,-0.00067935,1,1.92e-07,4e-09,1.52e-07
0.0024843,-0.00064643,1,1.94e-07,4e-09,1.52e-07
0.0024071,-0.00061513,1,1.96e-07,4e-09,1.52e-07
0.0023253,-0.00058544,1,1.98e-07,4e-09,1.52e-07
0.0022392,-0.00055734,1,2e-07,4e-09,1.52e-07
0.0021492,-0.00053083,1,2.02e-07,4e-09,1.52e-07
0.0020555,-0.00050588,1,2.04e-07,4e-09,1.52e-07
0.0019584,-0.00048246,1,2.06e-07,4e-09,1.52e-07
0.0018582,-0.00046057,1,2.08e-07,4e-09,1.52e-07
0.0017552,-0.00044016,1,2.1e-07,4e-09,1.52e-07
0.0016496,-0.00042122,1,2.12e-07,4e-09,1.52e-07
0.0015416,-0.00040371,1,2.14e-07,4e-09,1.52e-07
0.0014314,-0.00038762,1,2.16e-07,4e-09,1.52e-07
0.0013194,-0.00037291,1,2.18e-07,4e-09,1.52e-07
0.0012055,-0.00035956,1,2.2e-07,4e-09,1.52e-07
0.0010901,-0.00034755,1,2.22e-07,4e-09,1.52e-07
0.0009734,-0.00033686,1,2.24e-07,4e-09,1.52e-07
0.00085545,-0.00032745,1,2.26e-07,4e-09,1.52e-07
0.00073645,-0.00031932,1,2.28e-07,4e-09,1.52e-07
0.00061657,-0.00031245,1,2.3e-07,4e-09,1.52e-07
0.00049594,-0.00030682,1,2.32e-07,4e-09,1.52e-07
0.00037472,-0.00030243,1,2.34e-07,4e-09,1.52e-07
0.00025305,-0.00029925,1,2.36e-07,4e-09,1.52e-07
0.00013106,-0.00029729,1,2.38e-07,4e-09,1.52e-07
9.0443e-06,-0.00041605,1,0,6e-09,1.52e-07
-0.00011464,-0.0004167,1,2e-09,6e-09,1.52e-07
-0.00023826,-0.00041906,1,4e-09,6e-09,1.52e-07
-0.00036166,-0.00042313,1,6e-09,6e-09,1.52e-07
-0.00048472,-0.00042891,1,8e-09,6e-09,1.52e-07
-0.00060731,-0.00043642,1,1e-08,6e-09,1.52e-07
-0.00072927,-0.00044568,1,1.2e-08,6e-09,1.52e-07
-0.00085047,-0.0004567,1,1.4e-08,6e-09,1.52e-07
-0.00097075,-0.00046952,1,1.6e-08,6e-09,1.52e-07
-0.00109,-0.00048414,1,1.8e-08,6e-09,1.52e-07
-0.0012079,-0.00050061,1,2e-08,6e-09,1.52e-07
-0.0013245,-0.00051896,1,2.2e-08,6e-09,1.52e-07
-0.0014394,-0.00053922,1,2.4e-08,6e-09,1.52e-07
-0.0015525,-0.00056142,1,2.6e-08,6e-09,1.52e-07
-0.0016636,-0.00058561,1,2.8e-08,6e-09,1.52e-07
-0.0017725,-0.00061181,1,3e-08,6e-09,1.52e-07
-0.0018789,-0.00064007,1,3.2e-08,6e-09,1.52e-07
-0.0019826,-0.00067043,1,3.4e-08,6e-09,1.52e-07
-0.0020833,-0.00070292,1,3.6e-08,6e-09,1.52e-07
-0.0021808,-0.00073758,1,3.8e-08,6e-09,1.52e-07
-0.0022747,-0.00077445,1,4e-08,6e-09,1.52e-07
-0.0023648,-0.00081355,1,4.2e-08,6e-09,1.52e-07
-0.0024508,-0.0008549,1,4.4e-08,6e-09,1.52e-07
-0.0025322,-0.00089854,1,4.6e-08,6e-09,1.52e-07
-0.0026089,-0.00094447,1,4.8e-08,6e-09,1.52e-07
-0.0026804,-0.0009927,1,5e-08,6e-09,1.52e-07
-0.0027463,-0.0010432,1,5.2e-08,6e-09,1.52e-07
-0.0028064,-0.001096,1,5.4e-08,6e-09,1.52e-07
-0.0028603,-0.0011511,1,5.6e-08,6e-09,1.52e-07
-0.0029075,-0.0012084,1,5.8e-08,6e-09,1.52e-07
-0.0029477,-0.0012678,0.99999,6e-08,6e-09,1.52e-07
-0.0029805,-0.0013293,0.99999,6.2e-08,6e-09,1.52e-07
-0.0030056,-0.0013929,0.99999,6.4e-08,6e-09,1.52e-07
-0.0030226,-0.0014583,0.99999,6.6e-08,6e-09,1.52e-07
-0.0030312,-0.0015255,0.99999,6.8e-08,6e-09,1.52e-07
-0.003031,-0.0015942,0.99999,7e-08,6e-09,1.52e-07
-0.0030218,-0.0016644,0.99999,7.2e-08,6e-09,1.52e-07
-0.0030032,-0.0017359,0.99999,7.4e-08,6e-09,1.52e-07
-0.0029751,-0.0018083,0.99999,7.6e-08,6e-09,1.52e-07
-0.0029372,-0.0018814,0.99999,7.8e-08,6e-09,1.52e-07
-0.0028895,-0.001955,0.99999,8e-08,6e-09,1.52e-07
-0.0028316,-0.0020288,0.99999,8.2e-08,6e-09,1.52e-07
-0.0027637,-0.0021024,0.99999,8.4e-08,6e-09,1.52e-07
-0.0026855,-0.0021754,0.99999,8.6e-08,6e-09,1.52e-07
-0.0025972,-0.0022475,0.99999,8.8e-08,6e-09,1.52e-07
-0.0024987,-0.0023183,0.99999,9e-08,6e-09,1.52e-07
-0.0023902,-0.0023873,0.99999,9.2e-08,6e-09,1.52e-07
-0.0022718,-0.0024542,0.99999,9.4e-08,6e-09,1.52e-07
-0.0021439,-0.0025185,0.99999,9.6e-08,6e-09,1.52e-07
-0.0020068,-0.0025798,0.99999,9.8e-08,6e-09,1.52e-07
-0.0018608,-0.0026376,0.99999,1e-07,6e-09,1.52e-07
-0.0017064,-0.0026915,0.99999,1.02e-07,6e-09,1.52e-07
-0.0015443,-0.0027411,1,1.04e-07,6e-09,1.52e-07
-0.001375,-0.002786,1,1.06e-07,6e-09,1.52e-07
