"B_demag.region2_zrange299_:0","B_demag.region2_zrange299_:1","B_demag.region2_zrange299_:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.00012313,-3.1009e-06,0.014166,1,0,0,1.19e-07,0
0.00014204,-3.121e-06,0.014165,1,2.38e-10,2.38e-10,1.19e-07,0
0.00016096,-3.1411e-06,0.014164,1,4.76e-10,4.76e-10,1.19e-07,0
0.00017987,-3.1612e-06,0.014162,1,7.14e-10,7.14e-10,1.19e-07,0
0.00019879,-3.1813e-06,0.014161,1,9.52e-10,9.52e-10,1.19e-07,0
0.0002177,-3.2014e-06,0.01416,1,1.19e-09,1.19e-09,1.19e-07,0
0.00023662,-3.2216e-06,0.014158,1,1.428e-09,1.428e-09,1.19e-07,0
0.00025553,-3.2417e-06,0.014157,1,1.666e-09,1.666e-09,1.19e-07,0
0.00027444,-3.2618e-06,0.014156,1,1.904e-09,1.904e-09,1.19e-07,0
0.00029333,-3.2825e-06,0.014154,1,2.142e-09,2.142e-09,1.19e-07,0
0.0003122,-3.3037e-06,0.014152,1,2.38e-09,2.38e-09,1.19e-07,0
0.00033107,-3.3249e-06,0.014149,1,2.618e-09,2.618e-09,1.19e-07,0
0.00034994,-3.3461e-06,0.014147,1,2.856e-09,2.856e-09,1.19e-07,0
0.00036881,-3.3672e-06,0.014145,1,3.094e-09,3.094e-09,1.19e-07,0
0.00038768,-3.3884e-06,0.014142,1,3.332e-09,3.332e-09,1.19e-07,0
0.00040655,-3.4096e-06,0.01414,1,3.57e-09,3.57e-09,1.19e-07,0
0.00042542,-3.4307e-06,0.014138,1,3.808e-09,3.808e-09,1.19e-07,0
0.00044427,-3.4521e-06,0.014135,1,4.046e-09,4.046e-09,1.19e-07,0
0.00046306,-3.4743e-06,0.014132,1,4.284e-09,4.284e-09,1.19e-07,0
0.00048185,-3.4966e-06,0.014128,1,4.522e-09,4.522e-09,1.19e-07,0
0.00050064,-3.5188e-06,0.014125,1,4.76e-09,4.76e-09,1.19e-07,0
0.00051943,-3.5411e-06,0.014122,1,4.998e-09,4.998e-09,1.19e-07,0
0.00053822,-3.5633e-06,0.014118,1,5.236e-09,5.236e-09,1.19e-07,0
0.00055701,-3.5855e-06,0.014115,1,5.474e-09,5.474e-09,1.19e-07,0
0.0005758,-3.6078e-06,0.014112,1,5.712e-09,5.712e-09,1.19e-07,0
0.00059459,-3.63e-06,0.014108,1,5.95e-09,5.95e-09,1.19e-07,0
0.00061329,-3.6531e-06,0.014104,1,6.188e-09,6.188e-09,1.19e-07,0
0.00063196,-3.6764e-06,0.0141,1,6.426e-09,6.426e-09,1.19e-07,0
0.00065064,-3.6997e-06,0.014095,1,6.664e-09,6.664e-09,1.19e-07,0
0.00066931,-3.7231e-06,0.014091,1,6.902e-09,6.902e-09,1.19e-07,0
0.00068798,-3.7464e-06,0.014087,1,7.14e-09,7.14e-09,1.19e-07,0
0.00070666,-3.7697e-06,0.014082,1,7.378e-09,7.378e-09,1.19e-07,0
0.00072533,-3.793e-06,0.014078,1,7.616e-09,7.616e-09,1.19e-07,0
0.00074401,-3.8163e-06,0.014073,1,7.854e-09,7.854e-09,1.19e-07,0
0.00076262,-3.8401e-06,0.014069,1,8.092e-09,8.092e-09,1.19e-07,0
0.00078115,-3.8645e-06,0.014063,1,8.33e-09,8.33e-09,1.19e-07,0
0.00079967,-3.8889e-06,0.014058,1,8.568e-09,8.568e-09,1.19e-07,0
0.0008182,-3.9133e-06,0.014052,1,8.806e-09,8.806e-09,1.19e-07,0
0.00083672,-3.9377e-06,0.014047,1,9.044e-09,9.044e-09,1.19e-07,0
0.00085524,-3.9622e-06,0.014041,1,9.282e-09,9.282e-09,1.19e-07,0
0.00087377,-3.9866e-06,0.014036,1,9.52e-09,9.52e-09,1.19e-07,0
0.00089229,-4.011e-06,0.014031,1,9.758e-09,9.758e-09,1.19e-07,0
0.00091081,-4.0354e-06,0.014025,1,9.996e-09,9.996e-09,1.19e-07,0
0.00092915,-4.0609e-06,0.014019,1,1.0234e-08,1.0234e-08,1.19e-07,0
0.00094749,-4.0864e-06,0.014012,1,1.0472e-08,1.0472e-08,1.19e-07,0
0.00096583,-4.1119e-06,0.014006,1,1.071e-08,1.071e-08,1.19e-07,0
0.00098417,-4.1374e-06,0.013999,1,1.0948e-08,1.0948e-08,1.19e-07,0
0.0010025,-4.1629e-06,0.013993,1,1.1186e-08,1.1186e-08,1.19e-07,0
0.0010208,-4.1885e-06,0.013987,1,1.1424e-08,1.1424e-08,1.19e-07,0
0.0010392,-4.214e-06,0.01398,1,1.1662e-08,1.1662e-08,1.19e-07,0
0.0010575,-4.2395e-06,0.013974,1,1.19e-08,1.19e-08,1.19e-07,0
0.0010757,-4.2656e-06,0.013967,1,1.2138e-08,1.2138e-08,1.19e-07,0
0.0010938,-4.2923e-06,0.013959,1,1.2376e-08,1.2376e-08,1.19e-07,0
0.0011119,-4.3189e-06,0.013952,1,1.2614e-08,1.2614e-08,1.19e-07,0
0.0011301,-4.3455e-06,0.013944,1,1.2852e-08,1.2852e-08,1.19e-07,0
0.0011482,-4.3722e-06,0.013937,1,1.309e-08,1.309e-08,1.19e-07,0
0.0011663,-4.3988e-06,0.013929,1,1.3328e-08,1.3328e-08,1.19e-07,0
0.0011844,-4.4254e-06,0.013922,1,1.3566e-08,1.3566e-08,1.19e-07,0
