"B_demag.region2_zrange0_:0","B_demag.region2_zrange0_:1","B_demag.region2_zrange0_:2","Points:0","Points:1","Points:2"
-1.4816e-06,-1.3789e-05,0.014557,0,0,0
-3.0356e-05,-1.3794e-05,0.014556,2e-09,0,0
-5.9157e-05,-1.3815e-05,0.014554,4e-09,0,0
-8.7802e-05,-1.3852e-05,0.014551,6e-09,0,0
-0.00011621,-1.3904e-05,0.014546,8e-09,0,0
-0.00014429,-1.3972e-05,0.01454,1e-08,0,0
-0.00017196,-1.4055e-05,0.014532,1.2e-08,0,0
-0.00019915,-1.4154e-05,0.014523,1.4e-08,0,0
-0.00022576,-1.4267e-05,0.014513,1.6e-08,0,0
-0.00025173,-1.4395e-05,0.014501,1.8e-08,0,0
-0.00027696,-1.4537e-05,0.014488,2e-08,0,0
-0.0003014,-1.4693e-05,0.014474,2.2e-08,0,0
-0.00032495,-1.4864e-05,0.014459,2.4e-08,0,0
-0.00034755,-1.5047e-05,0.014442,2.6e-08,0,0
-0.00036912,-1.5244e-05,0.014424,2.8e-08,0,0
-0.0003896,-1.5453e-05,0.014405,3e-08,0,0
-0.00040892,-1.5675e-05,0.014385,3.2e-08,0,0
-0.00042701,-1.5908e-05,0.014364,3.4e-08,0,0
-0.00044381,-1.6152e-05,0.014342,3.6e-08,0,0
-0.00045926,-1.6406e-05,0.014319,3.8e-08,0,0
-0.00047331,-1.667e-05,0.014296,4e-08,0,0
-0.00048591,-1.6944e-05,0.014271,4.2e-08,0,0
-0.000497,-1.7226e-05,0.014246,4.4e-08,0,0
-0.00050653,-1.7516e-05,0.014219,4.6e-08,0,0
-0.00051448,-1.7812e-05,0.014193,4.8e-08,0,0
-0.00052079,-1.8116e-05,0.014165,5e-08,0,0
-0.00052543,-1.8425e-05,0.014137,5.2e-08,0,0
-0.00052838,-1.8738e-05,0.014109,5.4e-08,0,0
-0.0005296,-1.9055e-05,0.01408,5.6e-08,0,0
-0.00052908,-1.9376e-05,0.014051,5.8e-08,0,0
-0.00052681,-1.9698e-05,0.014021,6e-08,0,0
-0.00052278,-2.0021e-05,0.013992,6.2e-08,0,0
-0.00051699,-2.0344e-05,0.013961,6.4e-08,0,0
-0.00050947,-2.0667e-05,0.013931,6.6e-08,0,0
-0.00050025,-2.0987e-05,0.0139,6.8e-08,0,0
-0.00048942,-2.1304e-05,0.01387,7e-08,0,0
-0.00047708,-2.1618e-05,0.013838,7.2e-08,0,0
-0.0004634,-2.1926e-05,0.013807,7.4e-08,0,0
-0.00044859,-2.2228e-05,0.013775,7.6e-08,0,0
-0.00043291,-2.2523e-05,0.013744,7.8e-08,0,0
-0.0004166,-2.2811e-05,0.013712,8e-08,0,0
-0.00039984,-2.3091e-05,0.013681,8.2e-08,0,0
-0.00038276,-2.3362e-05,0.01365,8.4e-08,0,0
-0.00036542,-2.3624e-05,0.01362,8.6e-08,0,0
-0.00034781,-2.3876e-05,0.013591,8.8e-08,0,0
-0.00032992,-2.4117e-05,0.013564,9e-08,0,0
