"m:0","m:1","m:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.010546,2.7618e-05,0.99994,1,1.6184e-08,1.6184e-08,1.19e-07,1.52e-07
-0.010753,2.785e-05,0.99994,1,1.6422e-08,1.6422e-08,1.19e-07,1.52e-07
-0.01096,2.8081e-05,0.99994,1,1.666e-08,1.666e-08,1.19e-07,1.52e-07
-0.011167,2.8313e-05,0.99994,1,1.6898e-08,1.6898e-08,1.19e-07,1.52e-07
-0.011375,2.8545e-05,0.99993,1,1.7136e-08,1.7136e-08,1.19e-07,1.52e-07
-0.011582,2.8777e-05,0.99993,1,1.7374e-08,1.7374e-08,1.19e-07,1.52e-07
-0.011789,2.9008e-05,0.99993,1,1.7612e-08,1.7612e-08,1.19e-07,1.52e-07
-0.011996,2.924e-05,0.99993,1,1.785e-08,1.785e-08,1.19e-07,1.52e-07
-0.012212,2.949e-05,0.99993,1,1.8088e-08,1.8088e-08,1.19e-07,1.52e-07
-0.012443,2.9773e-05,0.99992,1,1.8326e-08,1.8326e-08,1.19e-07,1.52e-07
-0.012673,3.0055e-05,0.99992,1,1.8564e-08,1.8564e-08,1.19e-07,1.52e-07
-0.012904,3.0337e-05,0.99992,1,1.8802e-08,1.8802e-08,1.19e-07,1.52e-07
-0.013135,3.062e-05,0.99991,1,1.904e-08,1.904e-08,1.19e-07,1.52e-07
-0.013365,3.0902e-05,0.99991,1,1.9278e-08,1.9278e-08,1.19e-07,1.52e-07
-0.013596,3.1184e-05,0.99991,1,1.9516e-08,1.9516e-08,1.19e-07,1.52e-07
-0.013827,3.1467e-05,0.9999,1,1.9754e-08,1.9754e-08,1.19e-07,1.52e-07
-0.014057,3.1749e-05,0.9999,1,1.9992e-08,1.9992e-08,1.19e-07,1.52e-07
-0.014316,3.209e-05,0.9999,1,2.023e-08,2.023e-08,1.19e-07,1.52e-07
-0.014576,3.2434e-05,0.99989,1,2.0468e-08,2.0468e-08,1.19e-07,1.52e-07
-0.014836,3.2777e-05,0.99989,1,2.0706e-08,2.0706e-08,1.19e-07,1.52e-07
-0.015096,3.312e-05,0.99989,1,2.0944e-08,2.0944e-08,1.19e-07,1.52e-07
-0.015356,3.3464e-05,0.99988,1,2.1182e-08,2.1182e-08,1.19e-07,1.52e-07
-0.015615,3.3807e-05,0.99988,1,2.142e-08,2.142e-08,1.19e-07,1.52e-07
-0.015875,3.415e-05,0.99987,1,2.1658e-08,2.1658e-08,1.19e-07,1.52e-07
-0.016135,3.4494e-05,0.99987,1,2.1896e-08,2.1896e-08,1.19e-07,1.52e-07
-0.016415,3.4879e-05,0.99987,1,2.2134e-08,2.2134e-08,1.19e-07,1.52e-07
-0.016712,3.5297e-05,0.99986,1,2.2372e-08,2.2372e-08,1.19e-07,1.52e-07
-0.017008,3.5714e-05,0.99985,1,2.261e-08,2.261e-08,1.19e-07,1.52e-07
-0.017304,3.6132e-05,0.99985,1,2.2848e-08,2.2848e-08,1.19e-07,1.52e-07
-0.0176,3.655e-05,0.99984,1,2.3086e-08,2.3086e-08,1.19e-07,1.52e-07
-0.017897,3.6968e-05,0.99984,1,2.3324e-08,2.3324e-08,1.19e-07,1.52e-07
-0.018193,3.7386e-05,0.99983,1,2.3562e-08,2.3562e-08,1.19e-07,1.52e-07
-0.018489,3.7804e-05,0.99983,1,2.38e-08,2.38e-08,1.19e-07,1.52e-07
-0.018793,3.8236e-05,0.99982,1,2.4038e-08,2.4038e-08,1.19e-07,1.52e-07
-0.019134,3.8745e-05,0.99982,1,2.4276e-08,2.4276e-08,1.19e-07,1.52e-07
-0.019476,3.9254e-05,0.99981,1,2.4514e-08,2.4514e-08,1.19e-07,1.52e-07
-0.019817,3.9764e-05,0.9998,1,2.4752e-08,2.4752e-08,1.19e-07,1.52e-07
-0.020159,4.0273e-05,0.9998,1,2.499e-08,2.499e-08,1.19e-07,1.52e-07
-0.0205,4.0782e-05,0.99979,1,2.5228e-08,2.5228e-08,1.19e-07,1.52e-07
-0.020842,4.1292e-05,0.99978,1,2.5466e-08,2.5466e-08,1.19e-07,1.52e-07
-0.021183,4.1801e-05,0.99978,1,2.5704e-08,2.5704e-08,1.19e-07,1.52e-07
-0.021525,4.231e-05,0.99977,1,2.5942e-08,2.5942e-08,1.19e-07,1.52e-07
-0.021909,4.2905e-05,0.99976,1,2.618e-08,2.618e-08,1.19e-07,1.52e-07
-0.022307,4.3528e-05,0.99975,1,2.6418e-08,2.6418e-08,1.19e-07,1.52e-07
-0.022705,4.4151e-05,0.99974,1,2.6656e-08,2.6656e-08,1.19e-07,1.52e-07
-0.023104,4.4774e-05,0.99973,1,2.6894e-08,2.6894e-08,1.19e-07,1.52e-07
-0.023502,4.5396e-05,0.99972,1,2.7132e-08,2.7132e-08,1.19e-07,1.52e-07
-0.0239,4.6019e-05,0.99971,1,2.737e-08,2.737e-08,1.19e-07,1.52e-07
-0.024298,4.6642e-05,0.9997,1,2.7608e-08,2.7608e-08,1.19e-07,1.52e-07
-0.024696,4.7265e-05,0.99969,1,2.7846e-08,2.7846e-08,1.19e-07,1.52e-07
-0.025119,4.7937e-05,0.99968,1,2.8084e-08,2.8084e-08,1.19e-07,1.52e-07
-0.025588,4.8702e-05,0.99967,1,2.8322e-08,2.8322e-08,1.19e-07,1.52e-07
-0.026056,4.9466e-05,0.99966,1,2.856e-08,2.856e-08,1.19e-07,1.52e-07
-0.026525,5.0231e-05,0.99965,1,2.8798e-08,2.8798e-08,1.19e-07,1.52e-07
-0.026994,5.0995e-05,0.99963,1,2.9036e-08,2.9036e-08,1.19e-07,1.52e-07
-0.027463,5.1759e-05,0.99962,1,2.9274e-08,2.9274e-08,1.19e-07,1.52e-07
-0.027932,5.2524e-05,0.99961,1,2.9512e-08,2.9512e-08,1.19e-07,1.52e-07
-0.0284,5.3288e-05,0.9996,1,2.975e-08,2.975e-08,1.19e-07,1.52e-07
-0.028869,5.4053e-05,0.99958,1,2.9988e-08,2.9988e-08,1.19e-07,1.52e-07
-0.029422,5.4986e-05,0.99957,1,3.0226e-08,3.0226e-08,1.19e-07,1.52e-07
-0.029979,5.5929e-05,0.99955,1,3.0464e-08,3.0464e-08,1.19e-07,1.52e-07
-0.030537,5.6871e-05,0.99953,1,3.0702e-08,3.0702e-08,1.19e-07,1.52e-07
-0.031094,5.7814e-05,0.99951,1,3.094e-08,3.094e-08,1.19e-07,1.52e-07
-0.031651,5.8756e-05,0.9995,1,3.1178e-08,3.1178e-08,1.19e-07,1.52e-07
-0.032209,5.9699e-05,0.99948,1,3.1416e-08,3.1416e-08,1.19e-07,1.52e-07
-0.032766,6.0641e-05,0.99946,1,3.1654e-08,3.1654e-08,1.19e-07,1.52e-07
-0.033324,6.1584e-05,0.99944,1,3.1892e-08,3.1892e-08,1.19e-07,1.52e-07
-0.033942,6.2649e-05,0.99942,1,3.213e-08,3.213e-08,1.19e-07,1.52e-07
-0.03461,6.3818e-05,0.9994,1,3.2368e-08,3.2368e-08,1.19e-07,1.52e-07
-0.035279,6.4986e-05,0.99937,1,3.2606e-08,3.2606e-08,1.19e-07,1.52e-07
-0.035948,6.6154e-05,0.99935,1,3.2844e-08,3.2844e-08,1.19e-07,1.52e-07
-0.036616,6.7323e-05,0.99933,1,3.3082e-08,3.3082e-08,1.19e-07,1.52e-07
-0.037285,6.8491e-05,0.9993,1,3.332e-08,3.332e-08,1.19e-07,1.52e-07
-0.037954,6.9659e-05,0.99928,1,3.3558e-08,3.3558e-08,1.19e-07,1.52e-07
-0.038622,7.0827e-05,0.99925,1,3.3796e-08,3.3796e-08,1.19e-07,1.52e-07
-0.039311,7.2037e-05,0.99923,1,3.4034e-08,3.4034e-08,1.19e-07,1.52e-07
-0.04012,7.3493e-05,0.99919,1,3.4272e-08,3.4272e-08,1.19e-07,1.52e-07
-0.040929,7.4948e-05,0.99916,1,3.451e-08,3.451e-08,1.19e-07,1.52e-07
-0.041737,7.6404e-05,0.99912,1,3.4748e-08,3.4748e-08,1.19e-07,1.52e-07
-0.042546,7.786e-05,0.99909,1,3.4986e-08,3.4986e-08,1.19e-07,1.52e-07
-0.043355,7.9316e-05,0.99905,1,3.5224e-08,3.5224e-08,1.19e-07,1.52e-07
-0.044164,8.0772e-05,0.99902,1,3.5462e-08,3.5462e-08,1.19e-07,1.52e-07
-0.044973,8.2228e-05,0.99899,1,3.57e-08,3.57e-08,1.19e-07,1.52e-07
-0.045781,8.3684e-05,0.99895,1,3.5938e-08,3.5938e-08,1.19e-07,1.52e-07
-0.046721,8.5411e-05,0.99891,1,3.6176e-08,3.6176e-08,1.19e-07,1.52e-07
-0.047706,8.7235e-05,0.99886,1,3.6414e-08,3.6414e-08,1.19e-07,1.52e-07
-0.048692,8.9059e-05,0.99881,1,3.6652e-08,3.6652e-08,1.19e-07,1.52e-07
-0.049678,9.0882e-05,0.99876,1,3.689e-08,3.689e-08,1.19e-07,1.52e-07
-0.050663,9.2706e-05,0.99871,1,3.7128e-08,3.7128e-08,1.19e-07,1.52e-07
-0.051649,9.453e-05,0.99866,1,3.7366e-08,3.7366e-08,1.19e-07,1.52e-07
-0.052634,9.6353e-05,0.99861,1,3.7604e-08,3.7604e-08,1.19e-07,1.52e-07
-0.05362,9.8177e-05,0.99856,1,3.7842e-08,3.7842e-08,1.19e-07,1.52e-07
-0.054681,0.00010016,0.9985,1,3.808e-08,3.808e-08,1.19e-07,1.52e-07
-0.05589,0.00010246,0.99843,1,3.8318e-08,3.8318e-08,1.19e-07,1.52e-07
-0.057099,0.00010475,0.99836,1,3.8556e-08,3.8556e-08,1.19e-07,1.52e-07
-0.058308,0.00010705,0.99829,1,3.8794e-08,3.8794e-08,1.19e-07,1.52e-07
-0.059517,0.00010935,0.99821,1,3.9032e-08,3.9032e-08,1.19e-07,1.52e-07
-0.060726,0.00011164,0.99814,1,3.927e-08,3.927e-08,1.19e-07,1.52e-07
-0.061935,0.00011394,0.99807,1,3.9508e-08,3.9508e-08,1.19e-07,1.52e-07
-0.063144,0.00011624,0.998,1,3.9746e-08,3.9746e-08,1.19e-07,1.52e-07
-0.064353,0.00011853,0.99793,1,3.9984e-08,3.9984e-08,1.19e-07,1.52e-07
-0.065825,0.0001214,0.99782,1,4.0222e-08,4.0222e-08,1.19e-07,1.52e-07
-0.067317,0.00012431,0.99772,1,4.046e-08,4.046e-08,1.19e-07,1.52e-07
-0.068809,0.00012721,0.99761,1,4.0698e-08,4.0698e-08,1.19e-07,1.52e-07
-0.070301,0.00013012,0.99751,1,4.0936e-08,4.0936e-08,1.19e-07,1.52e-07
-0.071792,0.00013303,0.9974,1,4.1174e-08,4.1174e-08,1.19e-07,1.52e-07
-0.073284,0.00013594,0.99729,1,4.1412e-08,4.1412e-08,1.19e-07,1.52e-07
-0.074776,0.00013884,0.99719,1,4.165e-08,4.165e-08,1.19e-07,1.52e-07
-0.076268,0.00014175,0.99708,1,4.1888e-08,4.1888e-08,1.19e-07,1.52e-07
-0.077949,0.00014508,0.99695,1,4.2126e-08,4.2126e-08,1.19e-07,1.52e-07
-0.079799,0.00014877,0.99679,1,4.2364e-08,4.2364e-08,1.19e-07,1.52e-07
-0.081649,0.00015247,0.99663,1,4.2602e-08,4.2602e-08,1.19e-07,1.52e-07
-0.083499,0.00015617,0.99648,1,4.284e-08,4.284e-08,1.19e-07,1.52e-07
-0.085349,0.00015987,0.99632,1,4.3078e-08,4.3078e-08,1.19e-07,1.52e-07
-0.087198,0.00016357,0.99616,1,4.3316e-08,4.3316e-08,1.19e-07,1.52e-07
-0.089048,0.00016726,0.99601,1,4.3554e-08,4.3554e-08,1.19e-07,1.52e-07
-0.090898,0.00017096,0.99585,1,4.3792e-08,4.3792e-08,1.19e-07,1.52e-07
-0.092805,0.00017479,0.99568,1,4.403e-08,4.403e-08,1.19e-07,1.52e-07
-0.095109,0.00017952,0.99544,1,4.4268e-08,4.4268e-08,1.19e-07,1.52e-07
-0.097412,0.00018424,0.99521,1,4.4506e-08,4.4506e-08,1.19e-07,1.52e-07
-0.099715,0.00018897,0.99497,1,4.4744e-08,4.4744e-08,1.19e-07,1.52e-07
-0.10202,0.00019369,0.99473,1,4.4982e-08,4.4982e-08,1.19e-07,1.52e-07
-0.10432,0.00019842,0.9945,1,4.522e-08,4.522e-08,1.19e-07,1.52e-07
-0.10663,0.00020314,0.99426,1,4.5458e-08,4.5458e-08,1.19e-07,1.52e-07
-0.10893,0.00020787,0.99402,1,4.5696e-08,4.5696e-08,1.19e-07,1.52e-07
-0.11123,0.00021259,0.99379,1,4.5934e-08,4.5934e-08,1.19e-07,1.52e-07
-0.11395,0.00021828,0.99346,1,4.6172e-08,4.6172e-08,1.19e-07,1.52e-07
-0.11683,0.00022435,0.9931,1,4.641e-08,4.641e-08,1.19e-07,1.52e-07
-0.1197,0.00023041,0.99274,1,4.6648e-08,4.6648e-08,1.19e-07,1.52e-07
-0.12258,0.00023647,0.99238,1,4.6886e-08,4.6886e-08,1.19e-07,1.52e-07
-0.12546,0.00024253,0.99202,1,4.7124e-08,4.7124e-08,1.19e-07,1.52e-07
-0.12834,0.00024859,0.99166,1,4.7362e-08,4.7362e-08,1.19e-07,1.52e-07
-0.13121,0.00025465,0.9913,1,4.76e-08,4.76e-08,1.19e-07,1.52e-07
-0.13409,0.00026071,0.99095,1,4.7838e-08,4.7838e-08,1.19e-07,1.52e-07
-0.1372,0.00026733,0.99052,1,4.8076e-08,4.8076e-08,1.19e-07,1.52e-07
-0.1408,0.00027513,0.98997,1,4.8314e-08,4.8314e-08,1.19e-07,1.52e-07
-0.1444,0.00028292,0.98942,1,4.8552e-08,4.8552e-08,1.19e-07,1.52e-07
-0.148,0.00029072,0.98887,1,4.879e-08,4.879e-08,1.19e-07,1.52e-07
-0.1516,0.00029852,0.98832,1,4.9028e-08,4.9028e-08,1.19e-07,1.52e-07
-0.1552,0.00030632,0.98777,1,4.9266e-08,4.9266e-08,1.19e-07,1.52e-07
-0.1588,0.00031412,0.98722,1,4.9504e-08,4.9504e-08,1.19e-07,1.52e-07
-0.1624,0.00032192,0.98667,1,4.9742e-08,4.9742e-08,1.19e-07,1.52e-07
-0.166,0.00032971,0.98612,1,4.998e-08,4.998e-08,1.19e-07,1.52e-07
-0.17043,0.00033957,0.98529,1,5.0218e-08,5.0218e-08,1.19e-07,1.52e-07
-0.17494,0.00034962,0.98444,1,5.0456e-08,5.0456e-08,1.19e-07,1.52e-07
-0.17944,0.00035967,0.98359,1,5.0694e-08,5.0694e-08,1.19e-07,1.52e-07
-0.18395,0.00036972,0.98274,1,5.0932e-08,5.0932e-08,1.19e-07,1.52e-07
-0.18846,0.00037977,0.98189,1,5.117e-08,5.117e-08,1.19e-07,1.52e-07
-0.19296,0.00038982,0.98104,1,5.1408e-08,5.1408e-08,1.19e-07,1.52e-07
-0.19747,0.00039987,0.98019,1,5.1646e-08,5.1646e-08,1.19e-07,1.52e-07
-0.20198,0.00040992,0.97934,1,5.1884e-08,5.1884e-08,1.19e-07,1.52e-07
-0.20706,0.00042145,0.97825,1,5.2122e-08,5.2122e-08,1.19e-07,1.52e-07
-0.21269,0.0004344,0.97694,1,5.236e-08,5.236e-08,1.19e-07,1.52e-07
-0.21832,0.00044735,0.97562,1,5.2598e-08,5.2598e-08,1.19e-07,1.52e-07
-0.22395,0.0004603,0.9743,1,5.2836e-08,5.2836e-08,1.19e-07,1.52e-07
-0.22958,0.00047325,0.97298,1,5.3074e-08,5.3074e-08,1.19e-07,1.52e-07
-0.23521,0.0004862,0.97166,1,5.3312e-08,5.3312e-08,1.19e-07,1.52e-07
-0.24084,0.00049914,0.97035,1,5.355e-08,5.355e-08,1.19e-07,1.52e-07
-0.24647,0.00051209,0.96903,1,5.3788e-08,5.3788e-08,1.19e-07,1.52e-07
-0.25225,0.00052544,0.96763,1,5.4026e-08,5.4026e-08,1.19e-07,1.52e-07
-0.25925,0.00054208,0.96558,1,5.4264e-08,5.4264e-08,1.19e-07,1.52e-07
-0.26625,0.00055872,0.96353,1,5.4502e-08,5.4502e-08,1.19e-07,1.52e-07
-0.27325,0.00057535,0.96148,1,5.474e-08,5.474e-08,1.19e-07,1.52e-07
-0.28024,0.00059199,0.95943,1,5.4978e-08,5.4978e-08,1.19e-07,1.52e-07
-0.28724,0.00060862,0.95738,1,5.5216e-08,5.5216e-08,1.19e-07,1.52e-07
-0.29424,0.00062526,0.95533,1,5.5454e-08,5.5454e-08,1.19e-07,1.52e-07
-0.30124,0.00064189,0.95328,1,5.5692e-08,5.5692e-08,1.19e-07,1.52e-07
-0.30823,0.00065853,0.95123,1,5.593e-08,5.593e-08,1.19e-07,1.52e-07
-0.31637,0.0006784,0.94838,1,5.6168e-08,5.6168e-08,1.19e-07,1.52e-07
-0.32498,0.00069961,0.9452,1,5.6406e-08,5.6406e-08,1.19e-07,1.52e-07
-0.33359,0.00072083,0.94201,1,5.6644e-08,5.6644e-08,1.19e-07,1.52e-07
-0.3422,0.00074205,0.93883,1,5.6882e-08,5.6882e-08,1.19e-07,1.52e-07
-0.35081,0.00076326,0.93565,1,5.712e-08,5.712e-08,1.19e-07,1.52e-07
-0.35942,0.00078448,0.93246,1,5.7358e-08,5.7358e-08,1.19e-07,1.52e-07
-0.36802,0.0008057,0.92928,1,5.7596e-08,5.7596e-08,1.19e-07,1.52e-07
-0.37663,0.00082691,0.9261,1,5.7834e-08,5.7834e-08,1.19e-07,1.52e-07
-0.38579,0.00084978,0.92239,1,5.8072e-08,5.8072e-08,1.19e-07,1.52e-07
-0.39619,0.00087647,0.91748,1,5.831e-08,5.831e-08,1.19e-07,1.52e-07
-0.40659,0.00090315,0.91257,1,5.8548e-08,5.8548e-08,1.19e-07,1.52e-07
-0.417,0.00092983,0.90765,1,5.8786e-08,5.8786e-08,1.19e-07,1.52e-07
-0.4274,0.00095651,0.90274,1,5.9024e-08,5.9024e-08,1.19e-07,1.52e-07
-0.43781,0.0009832,0.89783,1,5.9262e-08,5.9262e-08,1.19e-07,1.52e-07
-0.44821,0.0010099,0.89292,1,5.95e-08,5.95e-08,1.19e-07,1.52e-07
-0.45862,0.0010366,0.888,1,5.9738e-08,5.9738e-08,1.19e-07,1.52e-07
-0.46902,0.0010632,0.88309,1,5.9976e-08,5.9976e-08,1.19e-07,1.52e-07
-0.48104,0.0010954,0.87587,1,6.0214e-08,6.0214e-08,1.19e-07,1.52e-07
-0.49324,0.0011281,0.8684,1,6.0452e-08,6.0452e-08,1.19e-07,1.52e-07
-0.50544,0.0011609,0.86093,1,6.069e-08,6.069e-08,1.19e-07,1.52e-07
-0.51764,0.0011936,0.85345,1,6.0928e-08,6.0928e-08,1.19e-07,1.52e-07
-0.52984,0.0012263,0.84598,1,6.1166e-08,6.1166e-08,1.19e-07,1.52e-07
-0.54204,0.0012591,0.8385,1,6.1404e-08,6.1404e-08,1.19e-07,1.52e-07
-0.55423,0.0012918,0.83103,1,6.1642e-08,6.1642e-08,1.19e-07,1.52e-07
-0.56643,0.0013246,0.82355,1,6.188e-08,6.188e-08,1.19e-07,1.52e-07
-0.57933,0.0013602,0.81429,1,6.2118e-08,6.2118e-08,1.19e-07,1.52e-07
-0.59294,0.0013988,0.8032,1,6.2356e-08,6.2356e-08,1.19e-07,1.52e-07
-0.60655,0.0014373,0.79211,1,6.2594e-08,6.2594e-08,1.19e-07,1.52e-07
-0.62015,0.0014759,0.78103,1,6.2832e-08,6.2832e-08,1.19e-07,1.52e-07
-0.63376,0.0015144,0.76994,1,6.307e-08,6.307e-08,1.19e-07,1.52e-07
-0.64737,0.001553,0.75885,1,6.3308e-08,6.3308e-08,1.19e-07,1.52e-07
-0.66097,0.0015915,0.74777,1,6.3546e-08,6.3546e-08,1.19e-07,1.52e-07
-0.67458,0.0016301,0.73668,1,6.3784e-08,6.3784e-08,1.19e-07,1.52e-07
-0.68822,0.001669,0.72516,1,6.4022e-08,6.4022e-08,1.19e-07,1.52e-07
-0.70219,0.0017115,0.70938,1,6.426e-08,6.426e-08,1.19e-07,1.52e-07
-0.71616,0.0017539,0.69359,1,6.4498e-08,6.4498e-08,1.19e-07,1.52e-07
-0.73014,0.0017964,0.67781,1,6.4736e-08,6.4736e-08,1.19e-07,1.52e-07
-0.74411,0.0018388,0.66203,1,6.4974e-08,6.4974e-08,1.19e-07,1.52e-07
-0.75808,0.0018813,0.64624,1,6.5212e-08,6.5212e-08,1.19e-07,1.52e-07
-0.77205,0.0019238,0.63046,1,6.545e-08,6.545e-08,1.19e-07,1.52e-07
-0.78602,0.0019662,0.61468,1,6.5688e-08,6.5688e-08,1.19e-07,1.52e-07
-0.79999,0.0020087,0.5989,1,6.5926e-08,6.5926e-08,1.19e-07,1.52e-07
-0.81291,0.0020508,0.57943,1,6.6164e-08,6.6164e-08,1.19e-07,1.52e-07
-0.82536,0.0020927,0.55831,1,6.6402e-08,6.6402e-08,1.19e-07,1.52e-07
-0.83782,0.0021346,0.53719,1,6.664e-08,6.664e-08,1.19e-07,1.52e-07
