"B_demag.region2_zrange0_:0","B_demag.region2_zrange0_:1","B_demag.region2_zrange0_:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
8.1308e-12,6.6752e-12,0.015672,1,0,0,1.19e-07,0
7.3856e-12,6.6747e-12,0.015672,1,2.38e-10,2.38e-10,1.19e-07,0
6.6404e-12,6.6742e-12,0.015672,1,4.76e-10,4.76e-10,1.19e-07,0
5.8952e-12,6.6737e-12,0.015672,1,7.14e-10,7.14e-10,1.19e-07,0
5.15e-12,6.6732e-12,0.015672,1,9.52e-10,9.52e-10,1.19e-07,0
4.4048e-12,6.6727e-12,0.015672,1,1.19e-09,1.19e-09,1.19e-07,0
3.6596e-12,6.6722e-12,0.015672,1,1.428e-09,1.428e-09,1.19e-07,0
2.9144e-12,6.6717e-12,0.015672,1,1.666e-09,1.666e-09,1.19e-07,0
2.1692e-12,6.6712e-12,0.015672,1,1.904e-09,1.904e-09,1.19e-07,0
1.4434e-12,6.6707e-12,0.015672,1,2.142e-09,2.142e-09,1.19e-07,0
7.3067e-13,6.6702e-12,0.015672,1,2.38e-09,2.38e-09,1.19e-07,0
1.7945e-14,6.6697e-12,0.015672,1,2.618e-09,2.618e-09,1.19e-07,0
-6.9478e-13,6.6692e-12,0.015672,1,2.856e-09,2.856e-09,1.19e-07,0
-1.4075e-12,6.6687e-12,0.015672,1,3.094e-09,3.094e-09,1.19e-07,0
-2.1202e-12,6.6683e-12,0.015672,1,3.332e-09,3.332e-09,1.19e-07,0
-2.833e-12,6.6678e-12,0.015672,1,3.57e-09,3.57e-09,1.19e-07,0
-3.5457e-12,6.6673e-12,0.015672,1,3.808e-09,3.808e-09,1.19e-07,0
-4.2518e-12,6.6668e-12,0.015672,1,4.046e-09,4.046e-09,1.19e-07,0
-4.9301e-12,6.6666e-12,0.015672,1,4.284e-09,4.284e-09,1.19e-07,0
-5.6085e-12,6.6663e-12,0.015672,1,4.522e-09,4.522e-09,1.19e-07,0
-6.2869e-12,6.666e-12,0.015672,1,4.76e-09,4.76e-09,1.19e-07,0
-6.9653e-12,6.6658e-12,0.015672,1,4.998e-09,4.998e-09,1.19e-07,0
-7.6436e-12,6.6655e-12,0.015672,1,5.236e-09,5.236e-09,1.19e-07,0
-8.322e-12,6.6652e-12,0.015672,1,5.474e-09,5.474e-09,1.19e-07,0
