"B_demag.region2_zrange0_:0","B_demag.region2_zrange0_:1","B_demag.region2_zrange0_:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.1231e-05,-1.9106e-06,0.013562,1,0,0,1.19e-07,0
5.2352e-06,-1.9106e-06,0.013562,1,2.38e-10,2.38e-10,1.19e-07,0
-7.6101e-07,-1.9107e-06,0.013562,1,4.76e-10,4.76e-10,1.19e-07,0
-6.7572e-06,-1.9107e-06,0.013562,1,7.14e-10,7.14e-10,1.19e-07,0
-1.2753e-05,-1.9108e-06,0.013562,1,9.52e-10,9.52e-10,1.19e-07,0
-1.875e-05,-1.9108e-06,0.013562,1,1.19e-09,1.19e-09,1.19e-07,0
-2.4746e-05,-1.9109e-06,0.013562,1,1.428e-09,1.428e-09,1.19e-07,0
-3.0742e-05,-1.9109e-06,0.013562,1,1.666e-09,1.666e-09,1.19e-07,0
-3.6738e-05,-1.911e-06,0.013562,1,1.904e-09,1.904e-09,1.19e-07,0
-4.2728e-05,-1.9112e-06,0.013561,1,2.142e-09,2.142e-09,1.19e-07,0
-4.8714e-05,-1.9114e-06,0.013561,1,2.38e-09,2.38e-09,1.19e-07,0
-5.47e-05,-1.9117e-06,0.013561,1,2.618e-09,2.618e-09,1.19e-07,0
-6.0686e-05,-1.912e-06,0.01356,1,2.856e-09,2.856e-09,1.19e-07,0
-6.6673e-05,-1.9122e-06,0.01356,1,3.094e-09,3.094e-09,1.19e-07,0
-7.2659e-05,-1.9125e-06,0.013559,1,3.332e-09,3.332e-09,1.19e-07,0
-7.8645e-05,-1.9128e-06,0.013559,1,3.57e-09,3.57e-09,1.19e-07,0
-8.4631e-05,-1.9131e-06,0.013558,1,3.808e-09,3.808e-09,1.19e-07,0
-9.0612e-05,-1.9134e-06,0.013558,1,4.046e-09,4.046e-09,1.19e-07,0
-9.6573e-05,-1.9139e-06,0.013557,1,4.284e-09,4.284e-09,1.19e-07,0
-0.00010253,-1.9144e-06,0.013556,1,4.522e-09,4.522e-09,1.19e-07,0
-0.0001085,-1.9149e-06,0.013556,1,4.76e-09,4.76e-09,1.19e-07,0
-0.00011446,-1.9154e-06,0.013555,1,4.998e-09,4.998e-09,1.19e-07,0
-0.00012042,-1.9158e-06,0.013554,1,5.236e-09,5.236e-09,1.19e-07,0
-0.00012638,-1.9163e-06,0.013553,1,5.474e-09,5.474e-09,1.19e-07,0
-0.00013234,-1.9168e-06,0.013553,1,5.712e-09,5.712e-09,1.19e-07,0
-0.0001383,-1.9173e-06,0.013552,1,5.95e-09,5.95e-09,1.19e-07,0
-0.00014423,-1.918e-06,0.013551,1,6.188e-09,6.188e-09,1.19e-07,0
-0.00015015,-1.9187e-06,0.01355,1,6.426e-09,6.426e-09,1.19e-07,0
-0.00015608,-1.9194e-06,0.013548,1,6.664e-09,6.664e-09,1.19e-07,0
-0.000162,-1.9202e-06,0.013547,1,6.902e-09,6.902e-09,1.19e-07,0
-0.00016792,-1.9209e-06,0.013546,1,7.14e-09,7.14e-09,1.19e-07,0
-0.00017384,-1.9216e-06,0.013545,1,7.378e-09,7.378e-09,1.19e-07,0
-0.00017976,-1.9223e-06,0.013544,1,7.616e-09,7.616e-09,1.19e-07,0
-0.00018568,-1.923e-06,0.013543,1,7.854e-09,7.854e-09,1.19e-07,0
-0.00019159,-1.9238e-06,0.013541,1,8.092e-09,8.092e-09,1.19e-07,0
-0.00019745,-1.9248e-06,0.01354,1,8.33e-09,8.33e-09,1.19e-07,0
-0.00020332,-1.9257e-06,0.013538,1,8.568e-09,8.568e-09,1.19e-07,0
-0.00020919,-1.9266e-06,0.013537,1,8.806e-09,8.806e-09,1.19e-07,0
-0.00021506,-1.9276e-06,0.013536,1,9.044e-09,9.044e-09,1.19e-07,0
-0.00022092,-1.9285e-06,0.013534,1,9.282e-09,9.282e-09,1.19e-07,0
-0.00022679,-1.9294e-06,0.013533,1,9.52e-09,9.52e-09,1.19e-07,0
-0.00023266,-1.9304e-06,0.013531,1,9.758e-09,9.758e-09,1.19e-07,0
-0.00023853,-1.9313e-06,0.01353,1,9.996e-09,9.996e-09,1.19e-07,0
-0.00024433,-1.9325e-06,0.013528,1,1.0234e-08,1.0234e-08,1.19e-07,0
-0.00025012,-1.9336e-06,0.013526,1,1.0472e-08,1.0472e-08,1.19e-07,0
-0.00025592,-1.9348e-06,0.013524,1,1.071e-08,1.071e-08,1.19e-07,0
-0.00026172,-1.9359e-06,0.013522,1,1.0948e-08,1.0948e-08,1.19e-07,0
-0.00026752,-1.9371e-06,0.01352,1,1.1186e-08,1.1186e-08,1.19e-07,0
