"B_demag.region2_zrange299_:0","B_demag.region2_zrange299_:1","B_demag.region2_zrange299_:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.00018306,6.9847e-06,0.013805,1,0,0,1.19e-07,0
0.00020571,7.0137e-06,0.013803,1,2.38e-10,2.38e-10,1.19e-07,0
0.00022837,7.0427e-06,0.013802,1,4.76e-10,4.76e-10,1.19e-07,0
0.00025103,7.0717e-06,0.0138,1,7.14e-10,7.14e-10,1.19e-07,0
0.00027369,7.1007e-06,0.013798,1,9.52e-10,9.52e-10,1.19e-07,0
0.00029634,7.1297e-06,0.013796,1,1.19e-09,1.19e-09,1.19e-07,0
0.000319,7.1587e-06,0.013794,1,1.428e-09,1.428e-09,1.19e-07,0
0.00034166,7.1877e-06,0.013793,1,1.666e-09,1.666e-09,1.19e-07,0
0.00036432,7.2167e-06,0.013791,1,1.904e-09,1.904e-09,1.19e-07,0
0.00038694,7.247e-06,0.013788,1,2.142e-09,2.142e-09,1.19e-07,0
0.00040953,7.2781e-06,0.013785,1,2.38e-09,2.38e-09,1.19e-07,0
0.00043212,7.3093e-06,0.013782,1,2.618e-09,2.618e-09,1.19e-07,0
0.00045472,7.3405e-06,0.013779,1,2.856e-09,2.856e-09,1.19e-07,0
0.00047731,7.3716e-06,0.013776,1,3.094e-09,3.094e-09,1.19e-07,0
0.00049991,7.4028e-06,0.013773,1,3.332e-09,3.332e-09,1.19e-07,0
0.0005225,7.434e-06,0.01377,1,3.57e-09,3.57e-09,1.19e-07,0
0.00054509,7.4651e-06,0.013767,1,3.808e-09,3.808e-09,1.19e-07,0
0.00056767,7.4967e-06,0.013764,1,4.046e-09,4.046e-09,1.19e-07,0
0.00059016,7.5301e-06,0.01376,1,4.284e-09,4.284e-09,1.19e-07,0
0.00061264,7.5634e-06,0.013755,1,4.522e-09,4.522e-09,1.19e-07,0
0.00063513,7.5968e-06,0.013751,1,4.76e-09,4.76e-09,1.19e-07,0
0.00065762,7.6301e-06,0.013747,1,4.998e-09,4.998e-09,1.19e-07,0
0.00068011,7.6635e-06,0.013743,1,5.236e-09,5.236e-09,1.19e-07,0
0.00070259,7.6969e-06,0.013738,1,5.474e-09,5.474e-09,1.19e-07,0
0.00072508,7.7302e-06,0.013734,1,5.712e-09,5.712e-09,1.19e-07,0
0.00074757,7.7636e-06,0.01373,1,5.95e-09,5.95e-09,1.19e-07,0
0.00076994,7.7987e-06,0.013724,1,6.188e-09,6.188e-09,1.19e-07,0
0.00079227,7.8342e-06,0.013719,1,6.426e-09,6.426e-09,1.19e-07,0
0.00081461,7.8698e-06,0.013713,1,6.664e-09,6.664e-09,1.19e-07,0
0.00083695,7.9053e-06,0.013708,1,6.902e-09,6.902e-09,1.19e-07,0
0.00085929,7.9409e-06,0.013702,1,7.14e-09,7.14e-09,1.19e-07,0
0.00088162,7.9764e-06,0.013697,1,7.378e-09,7.378e-09,1.19e-07,0
0.00090396,8.012e-06,0.013691,1,7.616e-09,7.616e-09,1.19e-07,0
0.0009263,8.0476e-06,0.013686,1,7.854e-09,7.854e-09,1.19e-07,0
0.00094856,8.084e-06,0.01368,1,8.092e-09,8.092e-09,1.19e-07,0
0.0009707,8.1217e-06,0.013673,1,8.33e-09,8.33e-09,1.19e-07,0
0.00099285,8.1595e-06,0.013666,1,8.568e-09,8.568e-09,1.19e-07,0
0.001015,8.1973e-06,0.013659,1,8.806e-09,8.806e-09,1.19e-07,0
0.0010371,8.235e-06,0.013653,1,9.044e-09,9.044e-09,1.19e-07,0
0.0010593,8.2728e-06,0.013646,1,9.282e-09,9.282e-09,1.19e-07,0
0.0010814,8.3106e-06,0.013639,1,9.52e-09,9.52e-09,1.19e-07,0
0.0011036,8.3483e-06,0.013632,1,9.758e-09,9.758e-09,1.19e-07,0
0.0011257,8.3861e-06,0.013626,1,9.996e-09,9.996e-09,1.19e-07,0
0.0011476,8.426e-06,0.013618,1,1.0234e-08,1.0234e-08,1.19e-07,0
0.0011695,8.466e-06,0.01361,1,1.0472e-08,1.0472e-08,1.19e-07,0
