"B_demag.region2_zrange0_:0","B_demag.region2_zrange0_:1","B_demag.region2_zrange0_:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-1.297e-06,-2.612e-06,0.013152,1,0,0,1.19e-07,0
-8.3523e-06,-2.6121e-06,0.013152,1,2.38e-10,2.38e-10,1.19e-07,0
-1.5408e-05,-2.6123e-06,0.013152,1,4.76e-10,4.76e-10,1.19e-07,0
-2.2463e-05,-2.6124e-06,0.013152,1,7.14e-10,7.14e-10,1.19e-07,0
-2.9518e-05,-2.6125e-06,0.013151,1,9.52e-10,9.52e-10,1.19e-07,0
-3.6574e-05,-2.6126e-06,0.013151,1,1.19e-09,1.19e-09,1.19e-07,0
-4.3629e-05,-2.6127e-06,0.013151,1,1.428e-09,1.428e-09,1.19e-07,0
-5.0684e-05,-2.6128e-06,0.013151,1,1.666e-09,1.666e-09,1.19e-07,0
-5.774e-05,-2.6129e-06,0.013151,1,1.904e-09,1.904e-09,1.19e-07,0
-6.4785e-05,-2.6132e-06,0.01315,1,2.142e-09,2.142e-09,1.19e-07,0
-7.1825e-05,-2.6135e-06,0.01315,1,2.38e-09,2.38e-09,1.19e-07,0
-7.8864e-05,-2.6139e-06,0.013149,1,2.618e-09,2.618e-09,1.19e-07,0
-8.5903e-05,-2.6143e-06,0.013149,1,2.856e-09,2.856e-09,1.19e-07,0
-9.2943e-05,-2.6146e-06,0.013148,1,3.094e-09,3.094e-09,1.19e-07,0
-9.9982e-05,-2.615e-06,0.013147,1,3.332e-09,3.332e-09,1.19e-07,0
-0.00010702,-2.6154e-06,0.013147,1,3.57e-09,3.57e-09,1.19e-07,0
-0.00011406,-2.6157e-06,0.013146,1,3.808e-09,3.808e-09,1.19e-07,0
-0.00012109,-2.6161e-06,0.013145,1,4.046e-09,4.046e-09,1.19e-07,0
-0.0001281,-2.6168e-06,0.013144,1,4.284e-09,4.284e-09,1.19e-07,0
-0.0001351,-2.6174e-06,0.013143,1,4.522e-09,4.522e-09,1.19e-07,0
-0.00014211,-2.618e-06,0.013142,1,4.76e-09,4.76e-09,1.19e-07,0
-0.00014912,-2.6186e-06,0.013141,1,4.998e-09,4.998e-09,1.19e-07,0
-0.00015612,-2.6193e-06,0.01314,1,5.236e-09,5.236e-09,1.19e-07,0
-0.00016313,-2.6199e-06,0.013139,1,5.474e-09,5.474e-09,1.19e-07,0
-0.00017013,-2.6205e-06,0.013138,1,5.712e-09,5.712e-09,1.19e-07,0
-0.00017714,-2.6211e-06,0.013137,1,5.95e-09,5.95e-09,1.19e-07,0
-0.00018411,-2.622e-06,0.013136,1,6.188e-09,6.188e-09,1.19e-07,0
-0.00019106,-2.6229e-06,0.013135,1,6.426e-09,6.426e-09,1.19e-07,0
-0.00019801,-2.6238e-06,0.013133,1,6.664e-09,6.664e-09,1.19e-07,0
-0.00020497,-2.6246e-06,0.013132,1,6.902e-09,6.902e-09,1.19e-07,0
-0.00021192,-2.6255e-06,0.01313,1,7.14e-09,7.14e-09,1.19e-07,0
-0.00021888,-2.6264e-06,0.013129,1,7.378e-09,7.378e-09,1.19e-07,0
-0.00022583,-2.6273e-06,0.013127,1,7.616e-09,7.616e-09,1.19e-07,0
-0.00023279,-2.6282e-06,0.013126,1,7.854e-09,7.854e-09,1.19e-07,0
-0.00023972,-2.6292e-06,0.013124,1,8.092e-09,8.092e-09,1.19e-07,0
