"m:0","m:1","m:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
5.1969e-09,-1.2945e-09,1,1,0,0,1.19e-07,1.52e-07
6.3298e-09,-1.0011e-09,1,1,2.38e-10,2.38e-10,1.19e-07,1.52e-07
7.4626e-09,-7.0773e-10,1,1,4.76e-10,4.76e-10,1.19e-07,1.52e-07
8.5955e-09,-4.1436e-10,1,1,7.14e-10,7.14e-10,1.19e-07,1.52e-07
9.7283e-09,-1.2098e-10,1,1,9.52e-10,9.52e-10,1.19e-07,1.52e-07
1.0861e-08,1.724e-10,1,1,1.19e-09,1.19e-09,1.19e-07,1.52e-07
1.1994e-08,4.6577e-10,1,1,1.428e-09,1.428e-09,1.19e-07,1.52e-07
1.3127e-08,7.5915e-10,1,1,1.666e-09,1.666e-09,1.19e-07,1.52e-07
1.426e-08,1.0525e-09,1,1,1.904e-09,1.904e-09,1.19e-07,1.52e-07
1.5399e-08,1.0307e-09,1,1,2.142e-09,2.142e-09,1.19e-07,1.52e-07
1.6543e-08,7.9572e-10,1,1,2.38e-09,2.38e-09,1.19e-07,1.52e-07
1.7687e-08,5.6077e-10,1,1,2.618e-09,2.618e-09,1.19e-07,1.52e-07
1.8831e-08,3.2581e-10,1,1,2.856e-09,2.856e-09,1.19e-07,1.52e-07
1.9975e-08,9.0852e-11,1,1,3.094e-09,3.094e-09,1.19e-07,1.52e-07
2.1118e-08,-1.4411e-10,1,1,3.332e-09,3.332e-09,1.19e-07,1.52e-07
2.2262e-08,-3.7906e-10,1,1,3.57e-09,3.57e-09,1.19e-07,1.52e-07
2.3406e-08,-6.1402e-10,1,1,3.808e-09,3.808e-09,1.19e-07,1.52e-07
2.4539e-08,-7.5003e-10,1,1,4.046e-09,4.046e-09,1.19e-07,1.52e-07
2.5626e-08,-4.7304e-10,1,1,4.284e-09,4.284e-09,1.19e-07,1.52e-07
2.6712e-08,-1.9606e-10,1,1,4.522e-09,4.522e-09,1.19e-07,1.52e-07
2.7799e-08,8.093e-11,1,1,4.76e-09,4.76e-09,1.19e-07,1.52e-07
2.8886e-08,3.5792e-10,1,1,4.998e-09,4.998e-09,1.19e-07,1.52e-07
2.9973e-08,6.349e-10,1,1,5.236e-09,5.236e-09,1.19e-07,1.52e-07
3.1059e-08,9.1189e-10,1,1,5.474e-09,5.474e-09,1.19e-07,1.52e-07
3.2146e-08,1.1889e-09,1,1,5.712e-09,5.712e-09,1.19e-07,1.52e-07
3.3233e-08,1.4659e-09,1,1,5.95e-09,5.95e-09,1.19e-07,1.52e-07
3.4236e-08,1.5447e-09,1,1,6.188e-09,6.188e-09,1.19e-07,1.52e-07
3.5218e-08,1.5709e-09,1,1,6.426e-09,6.426e-09,1.19e-07,1.52e-07
