"B_demag.region2_zrange299_:0","B_demag.region2_zrange299_:1","B_demag.region2_zrange299_:2","Points:0","Points:1","Points:2"
3.2207e-05,3.4673e-05,0.016231,0,0,0
9.9191e-05,3.4848e-05,0.016228,2e-09,0,0
0.00016591,3.508e-05,0.016223,4e-09,0,0
0.00023221,3.5368e-05,0.016216,6e-09,0,0
0.0002979,3.5714e-05,0.016205,8e-09,0,0
0.00036282,3.6115e-05,0.016193,1e-08,0,0
0.00042681,3.6572e-05,0.016177,1.2e-08,0,0
0.00048969,3.7084e-05,0.016159,1.4e-08,0,0
0.0005513,3.765e-05,0.016139,1.6e-08,0,0
0.00061148,3.8268e-05,0.016116,1.8e-08,0,0
0.00067006,3.8939e-05,0.016091,2e-08,0,0
0.00072688,3.9661e-05,0.016063,2.2e-08,0,0
0.0007818,4.0433e-05,0.016034,2.4e-08,0,0
0.00083464,4.1253e-05,0.016002,2.6e-08,0,0
0.00088528,4.2119e-05,0.015967,2.8e-08,0,0
0.00093354,4.3031e-05,0.015931,3e-08,0,0
0.0009793,4.3985e-05,0.015893,3.2e-08,0,0
0.0010224,4.4981e-05,0.015853,3.4e-08,0,0
0.0010628,4.6016e-05,0.015811,3.6e-08,0,0
0.0011002,4.7088e-05,0.015767,3.8e-08,0,0
0.0011346,4.8195e-05,0.015722,4e-08,0,0
0.0011658,4.9333e-05,0.015675,4.2e-08,0,0
0.0011938,5.0501e-05,0.015627,4.4e-08,0,0
0.0012185,5.1696e-05,0.015577,4.6e-08,0,0
0.0012396,5.2914e-05,0.015527,4.8e-08,0,0
0.0012573,5.4153e-05,0.015475,5e-08,0,0
0.0012713,5.5409e-05,0.015423,5.2e-08,0,0
0.0012817,5.6679e-05,0.01537,5.4e-08,0,0
0.0012883,5.796e-05,0.015316,5.6e-08,0,0
0.0012911,5.9248e-05,0.015263,5.8e-08,0,0
0.0012901,6.054e-05,0.015208,6e-08,0,0
0.0012854,6.1831e-05,0.015154,6.2e-08,0,0
0.0012768,6.3118e-05,0.015101,6.4e-08,0,0
0.0012644,6.4398e-05,0.015047,6.6e-08,0,0
0.0012483,6.5667e-05,0.014994,6.8e-08,0,0
0.0012286,6.692e-05,0.014942,7e-08,0,0
0.0012054,6.8155e-05,0.014891,7.2e-08,0,0
0.0011788,6.9366e-05,0.014842,7.4e-08,0,0
0.001149,7.055e-05,0.014793,7.6e-08,0,0
0.0011162,7.1702e-05,0.014746,7.8e-08,0,0
0.0010805,7.2819e-05,0.014701,8e-08,0,0
0.001042,7.3896e-05,0.014657,8.2e-08,0,0
