"m:0","m:1","m:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.0313,-4.8947e-05,0.99951,1,3.5224e-08,3.5224e-08,1.19e-07,1.52e-07
-0.031844,-4.9775e-05,0.99949,1,3.5462e-08,3.5462e-08,1.19e-07,1.52e-07
-0.032389,-5.0603e-05,0.99947,1,3.57e-08,3.57e-08,1.19e-07,1.52e-07
-0.032933,-5.1431e-05,0.99946,1,3.5938e-08,3.5938e-08,1.19e-07,1.52e-07
-0.033559,-5.2403e-05,0.99944,1,3.6176e-08,3.6176e-08,1.19e-07,1.52e-07
-0.034215,-5.3426e-05,0.99941,1,3.6414e-08,3.6414e-08,1.19e-07,1.52e-07
-0.034871,-5.4449e-05,0.99939,1,3.6652e-08,3.6652e-08,1.19e-07,1.52e-07
-0.035526,-5.5472e-05,0.99936,1,3.689e-08,3.689e-08,1.19e-07,1.52e-07
-0.036182,-5.6495e-05,0.99934,1,3.7128e-08,3.7128e-08,1.19e-07,1.52e-07
-0.036838,-5.7517e-05,0.99932,1,3.7366e-08,3.7366e-08,1.19e-07,1.52e-07
-0.037493,-5.854e-05,0.99929,1,3.7604e-08,3.7604e-08,1.19e-07,1.52e-07
-0.038149,-5.9563e-05,0.99927,1,3.7842e-08,3.7842e-08,1.19e-07,1.52e-07
-0.038852,-6.067e-05,0.99924,1,3.808e-08,3.808e-08,1.19e-07,1.52e-07
-0.039648,-6.1942e-05,0.99921,1,3.8318e-08,3.8318e-08,1.19e-07,1.52e-07
-0.040444,-6.3215e-05,0.99918,1,3.8556e-08,3.8556e-08,1.19e-07,1.52e-07
-0.04124,-6.4487e-05,0.99914,1,3.8794e-08,3.8794e-08,1.19e-07,1.52e-07
-0.042036,-6.576e-05,0.99911,1,3.9032e-08,3.9032e-08,1.19e-07,1.52e-07
-0.042832,-6.7033e-05,0.99908,1,3.927e-08,3.927e-08,1.19e-07,1.52e-07
-0.043628,-6.8305e-05,0.99904,1,3.9508e-08,3.9508e-08,1.19e-07,1.52e-07
-0.044424,-6.9578e-05,0.99901,1,3.9746e-08,3.9746e-08,1.19e-07,1.52e-07
-0.04522,-7.085e-05,0.99898,1,3.9984e-08,3.9984e-08,1.19e-07,1.52e-07
-0.046182,-7.2421e-05,0.99893,1,4.0222e-08,4.0222e-08,1.19e-07,1.52e-07
-0.047155,-7.4013e-05,0.99888,1,4.046e-08,4.046e-08,1.19e-07,1.52e-07
-0.048129,-7.5606e-05,0.99883,1,4.0698e-08,4.0698e-08,1.19e-07,1.52e-07
-0.049102,-7.7198e-05,0.99879,1,4.0936e-08,4.0936e-08,1.19e-07,1.52e-07
-0.050075,-7.879e-05,0.99874,1,4.1174e-08,4.1174e-08,1.19e-07,1.52e-07
-0.051049,-8.0382e-05,0.99869,1,4.1412e-08,4.1412e-08,1.19e-07,1.52e-07
-0.052022,-8.1975e-05,0.99864,1,4.165e-08,4.165e-08,1.19e-07,1.52e-07
-0.052995,-8.3567e-05,0.99859,1,4.1888e-08,4.1888e-08,1.19e-07,1.52e-07
-0.054087,-8.5378e-05,0.99853,1,4.2126e-08,4.2126e-08,1.19e-07,1.52e-07
-0.055285,-8.7383e-05,0.99846,1,4.2364e-08,4.2364e-08,1.19e-07,1.52e-07
-0.056483,-8.9388e-05,0.99839,1,4.2602e-08,4.2602e-08,1.19e-07,1.52e-07
-0.05768,-9.1393e-05,0.99832,1,4.284e-08,4.284e-08,1.19e-07,1.52e-07
-0.058878,-9.3398e-05,0.99825,1,4.3078e-08,4.3078e-08,1.19e-07,1.52e-07
-0.060075,-9.5403e-05,0.99818,1,4.3316e-08,4.3316e-08,1.19e-07,1.52e-07
-0.061273,-9.7408e-05,0.99811,1,4.3554e-08,4.3554e-08,1.19e-07,1.52e-07
-0.062471,-9.9413e-05,0.99804,1,4.3792e-08,4.3792e-08,1.19e-07,1.52e-07
-0.063704,-0.00010149,0.99797,1,4.403e-08,4.403e-08,1.19e-07,1.52e-07
-0.065186,-0.00010403,0.99786,1,4.4268e-08,4.4268e-08,1.19e-07,1.52e-07
-0.066667,-0.00010656,0.99776,1,4.4506e-08,4.4506e-08,1.19e-07,1.52e-07
-0.068149,-0.0001091,0.99766,1,4.4744e-08,4.4744e-08,1.19e-07,1.52e-07
-0.069631,-0.00011164,0.99755,1,4.4982e-08,4.4982e-08,1.19e-07,1.52e-07
-0.071113,-0.00011418,0.99745,1,4.522e-08,4.522e-08,1.19e-07,1.52e-07
-0.072594,-0.00011672,0.99735,1,4.5458e-08,4.5458e-08,1.19e-07,1.52e-07
-0.074076,-0.00011926,0.99724,1,4.5696e-08,4.5696e-08,1.19e-07,1.52e-07
-0.075558,-0.0001218,0.99714,1,4.5934e-08,4.5934e-08,1.19e-07,1.52e-07
-0.0773,-0.00012484,0.997,1,4.6172e-08,4.6172e-08,1.19e-07,1.52e-07
-0.079142,-0.00012808,0.99684,1,4.641e-08,4.641e-08,1.19e-07,1.52e-07
-0.080984,-0.00013131,0.99669,1,4.6648e-08,4.6648e-08,1.19e-07,1.52e-07
-0.082826,-0.00013455,0.99653,1,4.6886e-08,4.6886e-08,1.19e-07,1.52e-07
-0.084668,-0.00013779,0.99638,1,4.7124e-08,4.7124e-08,1.19e-07,1.52e-07
-0.08651,-0.00014102,0.99622,1,4.7362e-08,4.7362e-08,1.19e-07,1.52e-07
-0.088352,-0.00014426,0.99607,1,4.76e-08,4.76e-08,1.19e-07,1.52e-07
-0.090194,-0.00014749,0.99591,1,4.7838e-08,4.7838e-08,1.19e-07,1.52e-07
-0.092182,-0.00015101,0.99573,1,4.8076e-08,4.8076e-08,1.19e-07,1.52e-07
-0.094482,-0.00015516,0.9955,1,4.8314e-08,4.8314e-08,1.19e-07,1.52e-07
-0.096781,-0.0001593,0.99527,1,4.8552e-08,4.8552e-08,1.19e-07,1.52e-07
-0.09908,-0.00016344,0.99503,1,4.879e-08,4.879e-08,1.19e-07,1.52e-07
-0.10138,-0.00016758,0.9948,1,4.9028e-08,4.9028e-08,1.19e-07,1.52e-07
-0.10368,-0.00017172,0.99457,1,4.9266e-08,4.9266e-08,1.19e-07,1.52e-07
-0.10598,-0.00017586,0.99433,1,4.9504e-08,4.9504e-08,1.19e-07,1.52e-07
-0.10828,-0.00018,0.9941,1,4.9742e-08,4.9742e-08,1.19e-07,1.52e-07
-0.11058,-0.00018414,0.99386,1,4.998e-08,4.998e-08,1.19e-07,1.52e-07
-0.11341,-0.00018936,0.99352,1,5.0218e-08,5.0218e-08,1.19e-07,1.52e-07
-0.11628,-0.00019468,0.99316,1,5.0456e-08,5.0456e-08,1.19e-07,1.52e-07
-0.11916,-0.00020001,0.99281,1,5.0694e-08,5.0694e-08,1.19e-07,1.52e-07
-0.12204,-0.00020533,0.99245,1,5.0932e-08,5.0932e-08,1.19e-07,1.52e-07
-0.12492,-0.00021066,0.99209,1,5.117e-08,5.117e-08,1.19e-07,1.52e-07
-0.1278,-0.00021598,0.99174,1,5.1408e-08,5.1408e-08,1.19e-07,1.52e-07
-0.13067,-0.0002213,0.99138,1,5.1646e-08,5.1646e-08,1.19e-07,1.52e-07
-0.13355,-0.00022663,0.99102,1,5.1884e-08,5.1884e-08,1.19e-07,1.52e-07
-0.13681,-0.00023274,0.99057,1,5.2122e-08,5.2122e-08,1.19e-07,1.52e-07
-0.14042,-0.00023961,0.99002,1,5.236e-08,5.236e-08,1.19e-07,1.52e-07
-0.14403,-0.00024648,0.98947,1,5.2598e-08,5.2598e-08,1.19e-07,1.52e-07
-0.14764,-0.00025334,0.98892,1,5.2836e-08,5.2836e-08,1.19e-07,1.52e-07
-0.15125,-0.00026021,0.98838,1,5.3074e-08,5.3074e-08,1.19e-07,1.52e-07
-0.15486,-0.00026708,0.98783,1,5.3312e-08,5.3312e-08,1.19e-07,1.52e-07
-0.15847,-0.00027395,0.98728,1,5.355e-08,5.355e-08,1.19e-07,1.52e-07
-0.16208,-0.00028082,0.98673,1,5.3788e-08,5.3788e-08,1.19e-07,1.52e-07
-0.16579,-0.0002879,0.98615,1,5.4026e-08,5.4026e-08,1.19e-07,1.52e-07
-0.17031,-0.00029678,0.9853,1,5.4264e-08,5.4264e-08,1.19e-07,1.52e-07
-0.17484,-0.00030566,0.98445,1,5.4502e-08,5.4502e-08,1.19e-07,1.52e-07
-0.17937,-0.00031454,0.9836,1,5.474e-08,5.474e-08,1.19e-07,1.52e-07
-0.1839,-0.00032342,0.98275,1,5.4978e-08,5.4978e-08,1.19e-07,1.52e-07
-0.18843,-0.0003323,0.9819,1,5.5216e-08,5.5216e-08,1.19e-07,1.52e-07
-0.19296,-0.00034118,0.98105,1,5.5454e-08,5.5454e-08,1.19e-07,1.52e-07
-0.19748,-0.00035006,0.9802,1,5.5692e-08,5.5692e-08,1.19e-07,1.52e-07
-0.20201,-0.00035894,0.97935,1,5.593e-08,5.593e-08,1.19e-07,1.52e-07
-0.20735,-0.00036965,0.97817,1,5.6168e-08,5.6168e-08,1.19e-07,1.52e-07
-0.21302,-0.00038113,0.97684,1,5.6406e-08,5.6406e-08,1.19e-07,1.52e-07
-0.21869,-0.00039262,0.97552,1,5.6644e-08,5.6644e-08,1.19e-07,1.52e-07
-0.22436,-0.0004041,0.9742,1,5.6882e-08,5.6882e-08,1.19e-07,1.52e-07
-0.23002,-0.00041558,0.97287,1,5.712e-08,5.712e-08,1.19e-07,1.52e-07
-0.23569,-0.00042706,0.97155,1,5.7358e-08,5.7358e-08,1.19e-07,1.52e-07
-0.24136,-0.00043855,0.97023,1,5.7596e-08,5.7596e-08,1.19e-07,1.52e-07
-0.24703,-0.00045003,0.9689,1,5.7834e-08,5.7834e-08,1.19e-07,1.52e-07
-0.25312,-0.00046252,0.96736,1,5.8072e-08,5.8072e-08,1.19e-07,1.52e-07
-0.26018,-0.00047732,0.96529,1,5.831e-08,5.831e-08,1.19e-07,1.52e-07
-0.26724,-0.00049213,0.96322,1,5.8548e-08,5.8548e-08,1.19e-07,1.52e-07
-0.27431,-0.00050694,0.96116,1,5.8786e-08,5.8786e-08,1.19e-07,1.52e-07
-0.28137,-0.00052175,0.95909,1,5.9024e-08,5.9024e-08,1.19e-07,1.52e-07
-0.28843,-0.00053655,0.95703,1,5.9262e-08,5.9262e-08,1.19e-07,1.52e-07
-0.29549,-0.00055136,0.95496,1,5.95e-08,5.95e-08,1.19e-07,1.52e-07
-0.30255,-0.00056617,0.95289,1,5.9738e-08,5.9738e-08,1.19e-07,1.52e-07
-0.30961,-0.00058098,0.95083,1,5.9976e-08,5.9976e-08,1.19e-07,1.52e-07
-0.31815,-0.00059952,0.94772,1,6.0214e-08,6.0214e-08,1.19e-07,1.52e-07
-0.32685,-0.00061848,0.9445,1,6.0452e-08,6.0452e-08,1.19e-07,1.52e-07
-0.33555,-0.00063744,0.94127,1,6.069e-08,6.069e-08,1.19e-07,1.52e-07
-0.34426,-0.00065641,0.93805,1,6.0928e-08,6.0928e-08,1.19e-07,1.52e-07
-0.35296,-0.00067537,0.93483,1,6.1166e-08,6.1166e-08,1.19e-07,1.52e-07
-0.36166,-0.00069433,0.93161,1,6.1404e-08,6.1404e-08,1.19e-07,1.52e-07
-0.37036,-0.00071329,0.92838,1,6.1642e-08,6.1642e-08,1.19e-07,1.52e-07
-0.37907,-0.00073225,0.92516,1,6.188e-08,6.188e-08,1.19e-07,1.52e-07
-0.38868,-0.00075369,0.92106,1,6.2118e-08,6.2118e-08,1.19e-07,1.52e-07
-0.39921,-0.00077763,0.91607,1,6.2356e-08,6.2356e-08,1.19e-07,1.52e-07
-0.40974,-0.00080158,0.91107,1,6.2594e-08,6.2594e-08,1.19e-07,1.52e-07
-0.42027,-0.00082552,0.90608,1,6.2832e-08,6.2832e-08,1.19e-07,1.52e-07
-0.43081,-0.00084947,0.90109,1,6.307e-08,6.307e-08,1.19e-07,1.52e-07
-0.44134,-0.00087341,0.8961,1,6.3308e-08,6.3308e-08,1.19e-07,1.52e-07
-0.45187,-0.00089736,0.8911,1,6.3546e-08,6.3546e-08,1.19e-07,1.52e-07
-0.4624,-0.0009213,0.88611,1,6.3784e-08,6.3784e-08,1.19e-07,1.52e-07
-0.47311,-0.00094576,0.88087,1,6.4022e-08,6.4022e-08,1.19e-07,1.52e-07
-0.48546,-0.00097525,0.87325,1,6.426e-08,6.426e-08,1.19e-07,1.52e-07
-0.49782,-0.0010047,0.86563,1,6.4498e-08,6.4498e-08,1.19e-07,1.52e-07
-0.51018,-0.0010342,0.858,1,6.4736e-08,6.4736e-08,1.19e-07,1.52e-07
-0.52254,-0.0010637,0.85038,1,6.4974e-08,6.4974e-08,1.19e-07,1.52e-07
-0.53489,-0.0010932,0.84276,1,6.5212e-08,6.5212e-08,1.19e-07,1.52e-07
