"B_demag.region2_zrange299_:0","B_demag.region2_zrange299_:1","B_demag.region2_zrange299_:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.8011e-11,2.2706e-11,0.015788,1,0,0,1.19e-07,0
1.996e-11,2.2707e-11,0.015788,1,2.38e-10,2.38e-10,1.19e-07,0
2.191e-11,2.2707e-11,0.015788,1,4.76e-10,4.76e-10,1.19e-07,0
2.386e-11,2.2707e-11,0.015788,1,7.14e-10,7.14e-10,1.19e-07,0
2.5809e-11,2.2707e-11,0.015788,1,9.52e-10,9.52e-10,1.19e-07,0
2.7759e-11,2.2707e-11,0.015788,1,1.19e-09,1.19e-09,1.19e-07,0
2.9708e-11,2.2707e-11,0.015788,1,1.428e-09,1.428e-09,1.19e-07,0
3.1658e-11,2.2708e-11,0.015788,1,1.666e-09,1.666e-09,1.19e-07,0
3.3608e-11,2.2708e-11,0.015788,1,1.904e-09,1.904e-09,1.19e-07,0
3.5535e-11,2.2708e-11,0.015788,1,2.142e-09,2.142e-09,1.19e-07,0
3.7447e-11,2.2708e-11,0.015788,1,2.38e-09,2.38e-09,1.19e-07,0
3.936e-11,2.2708e-11,0.015788,1,2.618e-09,2.618e-09,1.19e-07,0
4.1272e-11,2.2708e-11,0.015788,1,2.856e-09,2.856e-09,1.19e-07,0
4.3184e-11,2.2708e-11,0.015788,1,3.094e-09,3.094e-09,1.19e-07,0
4.5096e-11,2.2708e-11,0.015788,1,3.332e-09,3.332e-09,1.19e-07,0
4.7009e-11,2.2708e-11,0.015788,1,3.57e-09,3.57e-09,1.19e-07,0
4.8921e-11,2.2708e-11,0.015788,1,3.808e-09,3.808e-09,1.19e-07,0
5.0825e-11,2.2708e-11,0.015788,1,4.046e-09,4.046e-09,1.19e-07,0
5.2694e-11,2.2708e-11,0.015788,1,4.284e-09,4.284e-09,1.19e-07,0
5.4563e-11,2.2708e-11,0.015788,1,4.522e-09,4.522e-09,1.19e-07,0
5.6432e-11,2.2708e-11,0.015788,1,4.76e-09,4.76e-09,1.19e-07,0
5.8301e-11,2.2708e-11,0.015788,1,4.998e-09,4.998e-09,1.19e-07,0
6.017e-11,2.2708e-11,0.015788,1,5.236e-09,5.236e-09,1.19e-07,0
6.2039e-11,2.2708e-11,0.015788,1,5.474e-09,5.474e-09,1.19e-07,0
6.3908e-11,2.2708e-11,0.015788,1,5.712e-09,5.712e-09,1.19e-07,0
6.5777e-11,2.2708e-11,0.015788,1,5.95e-09,5.95e-09,1.19e-07,0
6.7608e-11,2.2708e-11,0.015788,1,6.188e-09,6.188e-09,1.19e-07,0
6.9428e-11,2.2708e-11,0.015788,1,6.426e-09,6.426e-09,1.19e-07,0
7.1249e-11,2.2708e-11,0.015788,1,6.664e-09,6.664e-09,1.19e-07,0
7.307e-11,2.2708e-11,0.015788,1,6.902e-09,6.902e-09,1.19e-07,0
7.489e-11,2.2708e-11,0.015788,1,7.14e-09,7.14e-09,1.19e-07,0
7.6711e-11,2.2708e-11,0.015788,1,7.378e-09,7.378e-09,1.19e-07,0
7.8531e-11,2.2708e-11,0.015788,1,7.616e-09,7.616e-09,1.19e-07,0
8.0352e-11,2.2708e-11,0.015788,1,7.854e-09,7.854e-09,1.19e-07,0
8.2151e-11,2.2708e-11,0.015788,1,8.092e-09,8.092e-09,1.19e-07,0
8.3918e-11,2.2708e-11,0.015788,1,8.33e-09,8.33e-09,1.19e-07,0
8.5685e-11,2.2708e-11,0.015788,1,8.568e-09,8.568e-09,1.19e-07,0
8.7452e-11,2.2708e-11,0.015788,1,8.806e-09,8.806e-09,1.19e-07,0
8.9219e-11,2.2708e-11,0.015788,1,9.044e-09,9.044e-09,1.19e-07,0
9.0986e-11,2.2708e-11,0.015788,1,9.282e-09,9.282e-09,1.19e-07,0
9.2753e-11,2.2708e-11,0.015788,1,9.52e-09,9.52e-09,1.19e-07,0
9.452e-11,2.2708e-11,0.015788,1,9.758e-09,9.758e-09,1.19e-07,0
9.6287e-11,2.2708e-11,0.015788,1,9.996e-09,9.996e-09,1.19e-07,0
9.8022e-11,2.2708e-11,0.015788,1,1.0234e-08,1.0234e-08,1.19e-07,0
9.9757e-11,2.2708e-11,0.015788,1,1.0472e-08,1.0472e-08,1.19e-07,0
1.0149e-10,2.2708e-11,0.015788,1,1.071e-08,1.071e-08,1.19e-07,0
1.0323e-10,2.2707e-11,0.015788,1,1.0948e-08,1.0948e-08,1.19e-07,0
1.0496e-10,2.2707e-11,0.015788,1,1.1186e-08,1.1186e-08,1.19e-07,0
1.067e-10,2.2707e-11,0.015788,1,1.1424e-08,1.1424e-08,1.19e-07,0
1.0843e-10,2.2707e-11,0.015788,1,1.1662e-08,1.1662e-08,1.19e-07,0
1.1017e-10,2.2707e-11,0.015788,1,1.19e-08,1.19e-08,1.19e-07,0
1.1188e-10,2.2707e-11,0.015788,1,1.2138e-08,1.2138e-08,1.19e-07,0
1.1358e-10,2.2707e-11,0.015788,1,1.2376e-08,1.2376e-08,1.19e-07,0
1.1528e-10,2.2707e-11,0.015788,1,1.2614e-08,1.2614e-08,1.19e-07,0
1.1698e-10,2.2707e-11,0.015788,1,1.2852e-08,1.2852e-08,1.19e-07,0
1.1867e-10,2.2707e-11,0.015788,1,1.309e-08,1.309e-08,1.19e-07,0
1.2037e-10,2.2707e-11,0.015788,1,1.3328e-08,1.3328e-08,1.19e-07,0
1.2207e-10,2.2707e-11,0.015788,1,1.3566e-08,1.3566e-08,1.19e-07,0
1.2377e-10,2.2707e-11,0.015788,1,1.3804e-08,1.3804e-08,1.19e-07,0
1.2547e-10,2.2706e-11,0.015788,1,1.4042e-08,1.4042e-08,1.19e-07,0
1.2715e-10,2.2706e-11,0.015788,1,1.428e-08,1.428e-08,1.19e-07,0
1.2884e-10,2.2706e-11,0.015788,1,1.4518e-08,1.4518e-08,1.19e-07,0
1.3052e-10,2.2706e-11,0.015788,1,1.4756e-08,1.4756e-08,1.19e-07,0
1.322e-10,2.2706e-11,0.015788,1,1.4994e-08,1.4994e-08,1.19e-07,0
1.3389e-10,2.2706e-11,0.015788,1,1.5232e-08,1.5232e-08,1.19e-07,0
1.3557e-10,2.2706e-11,0.015788,1,1.547e-08,1.547e-08,1.19e-07,0
1.3726e-10,2.2706e-11,0.015788,1,1.5708e-08,1.5708e-08,1.19e-07,0
1.3894e-10,2.2706e-11,0.015788,1,1.5946e-08,1.5946e-08,1.19e-07,0
1.4061e-10,2.2706e-11,0.015788,1,1.6184e-08,1.6184e-08,1.19e-07,0
1.4228e-10,2.2705e-11,0.015788,1,1.6422e-08,1.6422e-08,1.19e-07,0
1.4394e-10,2.2705e-11,0.015788,1,1.666e-08,1.666e-08,1.19e-07,0
1.4561e-10,2.2705e-11,0.015788,1,1.6898e-08,1.6898e-08,1.19e-07,0
1.4727e-10,2.2705e-11,0.015788,1,1.7136e-08,1.7136e-08,1.19e-07,0
1.4894e-10,2.2705e-11,0.015788,1,1.7374e-08,1.7374e-08,1.19e-07,0
1.5061e-10,2.2705e-11,0.015788,1,1.7612e-08,1.7612e-08,1.19e-07,0
