"B_demag.region2_zrange0_:0","B_demag.region2_zrange0_:1","B_demag.region2_zrange0_:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-9.4363e-06,4.1993e-06,0.012625,1,0,0,1.19e-07,0
-1.7689e-05,4.1995e-06,0.012624,1,2.38e-10,2.38e-10,1.19e-07,0
-2.5942e-05,4.1996e-06,0.012624,1,4.76e-10,4.76e-10,1.19e-07,0
-3.4195e-05,4.1998e-06,0.012624,1,7.14e-10,7.14e-10,1.19e-07,0
-4.2449e-05,4.2e-06,0.012624,1,9.52e-10,9.52e-10,1.19e-07,0
-5.0702e-05,4.2001e-06,0.012623,1,1.19e-09,1.19e-09,1.19e-07,0
-5.8955e-05,4.2003e-06,0.012623,1,1.428e-09,1.428e-09,1.19e-07,0
-6.7208e-05,4.2004e-06,0.012623,1,1.666e-09,1.666e-09,1.19e-07,0
-7.5461e-05,4.2006e-06,0.012623,1,1.904e-09,1.904e-09,1.19e-07,0
-8.3701e-05,4.201e-06,0.012622,1,2.142e-09,2.142e-09,1.19e-07,0
-9.1933e-05,4.2015e-06,0.012621,1,2.38e-09,2.38e-09,1.19e-07,0
-0.00010017,4.2021e-06,0.012621,1,2.618e-09,2.618e-09,1.19e-07,0
-0.0001084,4.2026e-06,0.01262,1,2.856e-09,2.856e-09,1.19e-07,0
-0.00011663,4.2031e-06,0.012619,1,3.094e-09,3.094e-09,1.19e-07,0
-0.00012486,4.2036e-06,0.012618,1,3.332e-09,3.332e-09,1.19e-07,0
-0.00013309,4.2042e-06,0.012618,1,3.57e-09,3.57e-09,1.19e-07,0
-0.00014133,4.2047e-06,0.012617,1,3.808e-09,3.808e-09,1.19e-07,0
-0.00014955,4.2053e-06,0.012616,1,4.046e-09,4.046e-09,1.19e-07,0
-0.00015774,4.2062e-06,0.012615,1,4.284e-09,4.284e-09,1.19e-07,0
-0.00016593,4.2071e-06,0.012614,1,4.522e-09,4.522e-09,1.19e-07,0
-0.00017412,4.208e-06,0.012612,1,4.76e-09,4.76e-09,1.19e-07,0
-0.00018231,4.2089e-06,0.012611,1,4.998e-09,4.998e-09,1.19e-07,0
-0.0001905,4.2098e-06,0.01261,1,5.236e-09,5.236e-09,1.19e-07,0
-0.00019869,4.2107e-06,0.012609,1,5.474e-09,5.474e-09,1.19e-07,0
-0.00020688,4.2115e-06,0.012607,1,5.712e-09,5.712e-09,1.19e-07,0
-0.00021507,4.2124e-06,0.012606,1,5.95e-09,5.95e-09,1.19e-07,0
-0.00022321,4.2136e-06,0.012605,1,6.188e-09,6.188e-09,1.19e-07,0
-0.00023134,4.2149e-06,0.012603,1,6.426e-09,6.426e-09,1.19e-07,0
-0.00023947,4.2161e-06,0.012601,1,6.664e-09,6.664e-09,1.19e-07,0
-0.0002476,4.2174e-06,0.012599,1,6.902e-09,6.902e-09,1.19e-07,0
-0.00025572,4.2186e-06,0.012598,1,7.14e-09,7.14e-09,1.19e-07,0
-0.00026385,4.2199e-06,0.012596,1,7.378e-09,7.378e-09,1.19e-07,0
-0.00027198,4.2211e-06,0.012594,1,7.616e-09,7.616e-09,1.19e-07,0
-0.00028011,4.2224e-06,0.012592,1,7.854e-09,7.854e-09,1.19e-07,0
-0.0002882,4.2238e-06,0.01259,1,8.092e-09,8.092e-09,1.19e-07,0
-0.00029625,4.2254e-06,0.012588,1,8.33e-09,8.33e-09,1.19e-07,0
-0.00030429,4.227e-06,0.012586,1,8.568e-09,8.568e-09,1.19e-07,0
-0.00031233,4.2286e-06,0.012584,1,8.806e-09,8.806e-09,1.19e-07,0
-0.00032038,4.2302e-06,0.012582,1,9.044e-09,9.044e-09,1.19e-07,0
-0.00032842,4.2318e-06,0.012579,1,9.282e-09,9.282e-09,1.19e-07,0
-0.00033647,4.2334e-06,0.012577,1,9.52e-09,9.52e-09,1.19e-07,0
-0.00034451,4.235e-06,0.012575,1,9.758e-09,9.758e-09,1.19e-07,0
-0.00035256,4.2366e-06,0.012573,1,9.996e-09,9.996e-09,1.19e-07,0
-0.0003605,4.2386e-06,0.01257,1,1.0234e-08,1.0234e-08,1.19e-07,0
-0.00036844,4.2405e-06,0.012567,1,1.0472e-08,1.0472e-08,1.19e-07,0
-0.00037638,4.2425e-06,0.012565,1,1.071e-08,1.071e-08,1.19e-07,0
-0.00038432,4.2444e-06,0.012562,1,1.0948e-08,1.0948e-08,1.19e-07,0
-0.00039226,4.2464e-06,0.012559,1,1.1186e-08,1.1186e-08,1.19e-07,0
-0.0004002,4.2483e-06,0.012557,1,1.1424e-08,1.1424e-08,1.19e-07,0
-0.00040814,4.2503e-06,0.012554,1,1.1662e-08,1.1662e-08,1.19e-07,0
-0.00041608,4.2523e-06,0.012551,1,1.19e-08,1.19e-08,1.19e-07,0
-0.00042395,4.2544e-06,0.012548,1,1.2138e-08,1.2138e-08,1.19e-07,0
-0.00043176,4.2567e-06,0.012545,1,1.2376e-08,1.2376e-08,1.19e-07,0
-0.00043958,4.259e-06,0.012542,1,1.2614e-08,1.2614e-08,1.19e-07,0
-0.00044739,4.2613e-06,0.012539,1,1.2852e-08,1.2852e-08,1.19e-07,0
-0.00045521,4.2636e-06,0.012535,1,1.309e-08,1.309e-08,1.19e-07,0
-0.00046302,4.2659e-06,0.012532,1,1.3328e-08,1.3328e-08,1.19e-07,0
-0.00047084,4.2682e-06,0.012529,1,1.3566e-08,1.3566e-08,1.19e-07,0
-0.00047865,4.2706e-06,0.012526,1,1.3804e-08,1.3804e-08,1.19e-07,0
-0.00048644,4.2729e-06,0.012523,1,1.4042e-08,1.4042e-08,1.19e-07,0
-0.00049411,4.2756e-06,0.012519,1,1.428e-08,1.428e-08,1.19e-07,0
-0.00050178,4.2782e-06,0.012515,1,1.4518e-08,1.4518e-08,1.19e-07,0
-0.00050945,4.2809e-06,0.012512,1,1.4756e-08,1.4756e-08,1.19e-07,0
-0.00051712,4.2835e-06,0.012508,1,1.4994e-08,1.4994e-08,1.19e-07,0
-0.00052479,4.2862e-06,0.012504,1,1.5232e-08,1.5232e-08,1.19e-07,0
-0.00053246,4.2888e-06,0.012501,1,1.547e-08,1.547e-08,1.19e-07,0
-0.00054013,4.2914e-06,0.012497,1,1.5708e-08,1.5708e-08,1.19e-07,0
-0.0005478,4.2941e-06,0.012494,1,1.5946e-08,1.5946e-08,1.19e-07,0
-0.00055535,4.297e-06,0.01249,1,1.6184e-08,1.6184e-08,1.19e-07,0
-0.00056285,4.3e-06,0.012485,1,1.6422e-08,1.6422e-08,1.19e-07,0
-0.00057035,4.303e-06,0.012481,1,1.666e-08,1.666e-08,1.19e-07,0
-0.00057786,4.306e-06,0.012477,1,1.6898e-08,1.6898e-08,1.19e-07,0
-0.00058536,4.3089e-06,0.012473,1,1.7136e-08,1.7136e-08,1.19e-07,0
-0.00059287,4.3119e-06,0.012469,1,1.7374e-08,1.7374e-08,1.19e-07,0
-0.00060037,4.3149e-06,0.012465,1,1.7612e-08,1.7612e-08,1.19e-07,0
-0.00060788,4.3179e-06,0.012461,1,1.785e-08,1.785e-08,1.19e-07,0
-0.00061531,4.321e-06,0.012456,1,1.8088e-08,1.8088e-08,1.19e-07,0
-0.00062263,4.3243e-06,0.012452,1,1.8326e-08,1.8326e-08,1.19e-07,0
-0.00062995,4.3276e-06,0.012447,1,1.8564e-08,1.8564e-08,1.19e-07,0
-0.00063727,4.3309e-06,0.012443,1,1.8802e-08,1.8802e-08,1.19e-07,0
-0.00064459,4.3343e-06,0.012438,1,1.904e-08,1.904e-08,1.19e-07,0
-0.00065191,4.3376e-06,0.012434,1,1.9278e-08,1.9278e-08,1.19e-07,0
-0.00065923,4.3409e-06,0.012429,1,1.9516e-08,1.9516e-08,1.19e-07,0
-0.00066655,4.3442e-06,0.012424,1,1.9754e-08,1.9754e-08,1.19e-07,0
-0.00067387,4.3475e-06,0.01242,1,1.9992e-08,1.9992e-08,1.19e-07,0
-0.00068099,4.3512e-06,0.012415,1,2.023e-08,2.023e-08,1.19e-07,0
-0.0006881,4.3548e-06,0.01241,1,2.0468e-08,2.0468e-08,1.19e-07,0
-0.00069522,4.3584e-06,0.012405,1,2.0706e-08,2.0706e-08,1.19e-07,0
-0.00070233,4.3621e-06,0.0124,1,2.0944e-08,2.0944e-08,1.19e-07,0
-0.00070944,4.3657e-06,0.012395,1,2.1182e-08,2.1182e-08,1.19e-07,0
-0.00071656,4.3694e-06,0.01239,1,2.142e-08,2.142e-08,1.19e-07,0
-0.00072367,4.373e-06,0.012385,1,2.1658e-08,2.1658e-08,1.19e-07,0
-0.00073078,4.3766e-06,0.01238,1,2.1896e-08,2.1896e-08,1.19e-07,0
-0.00073777,4.3805e-06,0.012375,1,2.2134e-08,2.2134e-08,1.19e-07,0
-0.00074466,4.3844e-06,0.012369,1,2.2372e-08,2.2372e-08,1.19e-07,0
-0.00075155,4.3884e-06,0.012364,1,2.261e-08,2.261e-08,1.19e-07,0
-0.00075844,4.3924e-06,0.012358,1,2.2848e-08,2.2848e-08,1.19e-07,0
-0.00076532,4.3963e-06,0.012353,1,2.3086e-08,2.3086e-08,1.19e-07,0
-0.00077221,4.4003e-06,0.012347,1,2.3324e-08,2.3324e-08,1.19e-07,0
-0.0007791,4.4042e-06,0.012342,1,2.3562e-08,2.3562e-08,1.19e-07,0
-0.00078599,4.4082e-06,0.012336,1,2.38e-08,2.38e-08,1.19e-07,0
-0.00079284,4.4122e-06,0.012331,1,2.4038e-08,2.4038e-08,1.19e-07,0
-0.00079948,4.4165e-06,0.012325,1,2.4276e-08,2.4276e-08,1.19e-07,0
-0.00080613,4.4208e-06,0.012319,1,2.4514e-08,2.4514e-08,1.19e-07,0
-0.00081277,4.425e-06,0.012313,1,2.4752e-08,2.4752e-08,1.19e-07,0
-0.00081942,4.4293e-06,0.012307,1,2.499e-08,2.499e-08,1.19e-07,0
-0.00082606,4.4336e-06,0.012301,1,2.5228e-08,2.5228e-08,1.19e-07,0
-0.0008327,4.4379e-06,0.012296,1,2.5466e-08,2.5466e-08,1.19e-07,0
-0.00083935,4.4421e-06,0.01229,1,2.5704e-08,2.5704e-08,1.19e-07,0
-0.00084599,4.4464e-06,0.012284,1,2.5942e-08,2.5942e-08,1.19e-07,0
-0.00085244,4.4509e-06,0.012278,1,2.618e-08,2.618e-08,1.19e-07,0
-0.00085882,4.4555e-06,0.012271,1,2.6418e-08,2.6418e-08,1.19e-07,0
-0.0008652,4.4601e-06,0.012265,1,2.6656e-08,2.6656e-08,1.19e-07,0
-0.00087158,4.4646e-06,0.012259,1,2.6894e-08,2.6894e-08,1.19e-07,0
-0.00087796,4.4692e-06,0.012253,1,2.7132e-08,2.7132e-08,1.19e-07,0
