"m:0","m:1","m:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.3382e-05,-7.3806e-06,1,1,0,0,1.19e-07,1.52e-07
-5.388e-06,-7.3888e-06,1,1,2.38e-10,2.38e-10,1.19e-07,1.52e-07
-0.00010416,-7.3971e-06,1,1,4.76e-10,4.76e-10,1.19e-07,1.52e-07
-0.00020293,-7.4053e-06,1,1,7.14e-10,7.14e-10,1.19e-07,1.52e-07
-0.0003017,-7.4135e-06,1,1,9.52e-10,9.52e-10,1.19e-07,1.52e-07
-0.00040047,-7.4218e-06,1,1,1.19e-09,1.19e-09,1.19e-07,1.52e-07
-0.00049924,-7.43e-06,1,1,1.428e-09,1.428e-09,1.19e-07,1.52e-07
-0.00059801,-7.4383e-06,1,1,1.666e-09,1.666e-09,1.19e-07,1.52e-07
-0.00069678,-7.4465e-06,1,1,1.904e-09,1.904e-09,1.19e-07,1.52e-07
-0.00079605,-7.4592e-06,1,1,2.142e-09,2.142e-09,1.19e-07,1.52e-07
-0.00089566,-7.4748e-06,1,1,2.38e-09,2.38e-09,1.19e-07,1.52e-07
-0.00099527,-7.4905e-06,1,1,2.618e-09,2.618e-09,1.19e-07,1.52e-07
-0.0010949,-7.5062e-06,1,1,2.856e-09,2.856e-09,1.19e-07,1.52e-07
-0.0011945,-7.5219e-06,1,1,3.094e-09,3.094e-09,1.19e-07,1.52e-07
-0.0012941,-7.5376e-06,1,1,3.332e-09,3.332e-09,1.19e-07,1.52e-07
-0.0013937,-7.5532e-06,1,1,3.57e-09,3.57e-09,1.19e-07,1.52e-07
-0.0014933,-7.5689e-06,1,1,3.808e-09,3.808e-09,1.19e-07,1.52e-07
-0.0015933,-7.586e-06,1,1,4.046e-09,4.046e-09,1.19e-07,1.52e-07
-0.0016948,-7.6088e-06,1,1,4.284e-09,4.284e-09,1.19e-07,1.52e-07
-0.0017962,-7.6316e-06,1,1,4.522e-09,4.522e-09,1.19e-07,1.52e-07
-0.0018977,-7.6544e-06,1,1,4.76e-09,4.76e-09,1.19e-07,1.52e-07
-0.0019992,-7.6772e-06,1,1,4.998e-09,4.998e-09,1.19e-07,1.52e-07
-0.0021007,-7.7e-06,1,1,5.236e-09,5.236e-09,1.19e-07,1.52e-07
-0.0022021,-7.7228e-06,1,1,5.474e-09,5.474e-09,1.19e-07,1.52e-07
-0.0023036,-7.7456e-06,1,1,5.712e-09,5.712e-09,1.19e-07,1.52e-07
-0.0024051,-7.7684e-06,1,1,5.95e-09,5.95e-09,1.19e-07,1.52e-07
-0.0025089,-7.7976e-06,1,1,6.188e-09,6.188e-09,1.19e-07,1.52e-07
-0.0026133,-7.8283e-06,1,1,6.426e-09,6.426e-09,1.19e-07,1.52e-07
-0.0027177,-7.8591e-06,1,1,6.664e-09,6.664e-09,1.19e-07,1.52e-07
-0.0028221,-7.8899e-06,1,1,6.902e-09,6.902e-09,1.19e-07,1.52e-07
-0.0029265,-7.9207e-06,1,1,7.14e-09,7.14e-09,1.19e-07,1.52e-07
-0.003031,-7.9515e-06,1,1,7.378e-09,7.378e-09,1.19e-07,1.52e-07
-0.0031354,-7.9823e-06,1,1,7.616e-09,7.616e-09,1.19e-07,1.52e-07
-0.0032398,-8.0131e-06,0.99999,1,7.854e-09,7.854e-09,1.19e-07,1.52e-07
-0.0033458,-8.047e-06,0.99999,1,8.092e-09,8.092e-09,1.19e-07,1.52e-07
