"m:0","m:1","m:2","Points:0","Points:1","Points:2"
0.0016366,-0.0006078,1,1.34e-07,0,1.52e-07
0.0018567,-0.00059799,1,1.36e-07,0,1.52e-07
0.0020681,-0.00058713,1,1.38e-07,0,1.52e-07
0.0022701,-0.00057533,1,1.4e-07,0,1.52e-07
0.0024619,-0.00056266,1,1.42e-07,0,1.52e-07
0.0026428,-0.00054923,1,1.44e-07,0,1.52e-07
0.0028123,-0.00053514,1,1.46e-07,0,1.52e-07
0.0029698,-0.00052047,1,1.48e-07,0,1.52e-07
0.0031151,-0.00050534,1,1.5e-07,0,1.52e-07
0.0032478,-0.00048982,0.99999,1.52e-07,0,1.52e-07
0.0033678,-0.00047403,0.99999,1.54e-07,0,1.52e-07
0.0034748,-0.00045803,0.99999,1.56e-07,0,1.52e-07
0.0035689,-0.00044193,0.99999,1.58e-07,0,1.52e-07
0.0036501,-0.00042579,0.99999,1.6e-07,0,1.52e-07
0.0037185,-0.00040969,0.99999,1.62e-07,0,1.52e-07
0.0037742,-0.0003937,0.99999,1.64e-07,0,1.52e-07
0.0038174,-0.00037788,0.99999,1.66e-07,0,1.52e-07
0.0038484,-0.00036229,0.99999,1.68e-07,0,1.52e-07
0.0038674,-0.00034696,0.99999,1.7e-07,0,1.52e-07
0.0038747,-0.00033196,0.99999,1.72e-07,0,1.52e-07
0.0038706,-0.00031732,0.99999,1.74e-07,0,1.52e-07
0.0038556,-0.00030306,0.99999,1.76e-07,0,1.52e-07
0.0038299,-0.00028923,0.99999,1.78e-07,0,1.52e-07
0.0037941,-0.00027583,0.99999,1.8e-07,0,1.52e-07
0.0037484,-0.0002629,0.99999,1.82e-07,0,1.52e-07
0.0036935,-0.00025043,0.99999,1.84e-07,0,1.52e-07
0.0036297,-0.00023846,0.99999,1.86e-07,0,1.52e-07
0.0035574,-0.00022697,0.99999,1.88e-07,0,1.52e-07
0.0034771,-0.00021599,0.99999,1.9e-07,0,1.52e-07
0.0033894,-0.0002055,0.99999,1.92e-07,0,1.52e-07
0.0032945,-0.00019552,0.99999,1.94e-07,0,1.52e-07
0.003193,-0.00018603,0.99999,1.96e-07,0,1.52e-07
0.0030853,-0.00017704,1,1.98e-07,0,1.52e-07
0.0029718,-0.00016854,1,2e-07,0,1.52e-07
0.0028529,-0.00016052,1,2.02e-07,0,1.52e-07
0.002729,-0.00015299,1,2.04e-07,0,1.52e-07
0.0026004,-0.00014592,1,2.06e-07,0,1.52e-07
0.0024675,-0.00013931,1,2.08e-07,0,1.52e-07
0.0023307,-0.00013315,1,2.1e-07,0,1.52e-07
0.0021903,-0.00012744,1,2.12e-07,0,1.52e-07
0.0020466,-0.00012217,1,2.14e-07,0,1.52e-07
0.0018998,-0.00011733,1,2.16e-07,0,1.52e-07
0.0017504,-0.0001129,1,2.18e-07,0,1.52e-07
0.0015985,-0.00010889,1,2.2e-07,0,1.52e-07
0.0014444,-0.00010529,1,2.22e-07,0,1.52e-07
0.0012883,-0.00010208,1,2.24e-07,0,1.52e-07
0.0011306,-9.9269e-05,1,2.26e-07,0,1.52e-07
0.00097131,-9.6847e-05,1,2.28e-07,0,1.52e-07
0.00081079,-9.4799e-05,1,2.3e-07,0,1.52e-07
0.00064922,-9.3133e-05,1,2.32e-07,0,1.52e-07
0.00048678,-9.1844e-05,1,2.34e-07,0,1.52e-07
0.00032369,-9.0923e-05,1,2.36e-07,0,1.52e-07
0.00016013,-9.0373e-05,1,2.38e-07,0,1.52e-07
-3.6974e-06,-0.00025357,1,0,2e-09,1.52e-07
-0.0001683,-0.00025409,1,2e-09,2e-09,1.52e-07
-0.00033278,-0.00025564,1,4e-09,2e-09,1.52e-07
-0.00049696,-0.00025822,1,6e-09,2e-09,1.52e-07
-0.00066064,-0.00026183,1,8e-09,2e-09,1.52e-07
-0.00082362,-0.00026649,1,1e-08,2e-09,1.52e-07
-0.00098569,-0.00027219,1,1.2e-08,2e-09,1.52e-07
-0.0011467,-0.00027896,1,1.4e-08,2e-09,1.52e-07
-0.0013063,-0.00028682,1,1.6e-08,2e-09,1.52e-07
-0.0014643,-0.00029575,1,1.8e-08,2e-09,1.52e-07
-0.0016206,-0.00030581,1,2e-08,2e-09,1.52e-07
-0.0017748,-0.00031699,1,2.2e-08,2e-09,1.52e-07
-0.0019267,-0.00032932,1,2.4e-08,2e-09,1.52e-07
-0.002076,-0.00034283,1,2.6e-08,2e-09,1.52e-07
-0.0022225,-0.00035753,1,2.8e-08,2e-09,1.52e-07
-0.0023657,-0.00037345,1,3e-08,2e-09,1.52e-07
-0.0025055,-0.0003906,1,3.2e-08,2e-09,1.52e-07
-0.0026414,-0.00040903,1,3.4e-08,2e-09,1.52e-07
-0.0027732,-0.00042874,1,3.6e-08,2e-09,1.52e-07
-0.0029004,-0.00044976,1,3.8e-08,2e-09,1.52e-07
-0.0030226,-0.00047211,1,4e-08,2e-09,1.52e-07
-0.0031396,-0.00049582,0.99999,4.2e-08,2e-09,1.52e-07
-0.0032508,-0.00052088,0.99999,4.4e-08,2e-09,1.52e-07
-0.0033559,-0.00054733,0.99999,4.6e-08,2e-09,1.52e-07
-0.0034543,-0.00057518,0.99999,4.8e-08,2e-09,1.52e-07
-0.0035458,-0.00060441,0.99999,5e-08,2e-09,1.52e-07
-0.0036297,-0.00063504,0.99999,5.2e-08,2e-09,1.52e-07
-0.0037057,-0.00066705,0.99999,5.4e-08,2e-09,1.52e-07
-0.0037733,-0.00070045,0.99999,5.6e-08,2e-09,1.52e-07
-0.0038319,-0.00073519,0.99999,5.8e-08,2e-09,1.52e-07
-0.0038813,-0.00077126,0.99999,6e-08,2e-09,1.52e-07
-0.0039208,-0.0008086,0.99999,6.2e-08,2e-09,1.52e-07
-0.0039501,-0.00084718,0.99999,6.4e-08,2e-09,1.52e-07
-0.0039687,-0.00088691,0.99999,6.6e-08,2e-09,1.52e-07
-0.0039763,-0.00092774,0.99999,6.8e-08,2e-09,1.52e-07
-0.0039725,-0.00096955,0.99999,7e-08,2e-09,1.52e-07
-0.0039568,-0.0010122,0.99999,7.2e-08,2e-09,1.52e-07
-0.0039291,-0.0010557,0.99999,7.4e-08,2e-09,1.52e-07
-0.003889,-0.0010998,0.99999,7.6e-08,2e-09,1.52e-07
-0.0038364,-0.0011443,0.99999,7.8e-08,2e-09,1.52e-07
-0.0037708,-0.0011892,0.99999,8e-08,2e-09,1.52e-07
-0.0036923,-0.0012341,0.99999,8.2e-08,2e-09,1.52e-07
-0.0036007,-0.001279,0.99999,8.4e-08,2e-09,1.52e-07
-0.003496,-0.0013235,0.99999,8.6e-08,2e-09,1.52e-07
-0.0033781,-0.0013675,0.99999,8.8e-08,2e-09,1.52e-07
-0.0032472,-0.0014107,0.99999,9e-08,2e-09,1.52e-07
-0.0031035,-0.0014528,0.99999,9.2e-08,2e-09,1.52e-07
-0.0029472,-0.0014935,0.99999,9.4e-08,2e-09,1.52e-07
-0.0027787,-0.0015327,0.99999,9.6e-08,2e-09,1.52e-07
-0.0025985,-0.00157,1,9.8e-08,2e-09,1.52e-07
-0.0024071,-0.0016052,1,1e-07,2e-09,1.52e-07
-0.0022052,-0.0016379,1,1.02e-07,2e-09,1.52e-07
-0.0019934,-0.001668,1,1.04e-07,2e-09,1.52e-07
-0.0017728,-0.0016952,1,1.06e-07,2e-09,1.52e-07
-0.001544,-0.0017192,1,1.08e-07,2e-09,1.52e-07
-0.0013082,-0.0017399,1,1.1e-07,2e-09,1.52e-07
-0.0010664,-0.0017571,1,1.12e-07,2e-09,1.52e-07
-0.00081967,-0.0017706,1,1.14e-07,2e-09,1.52e-07
-0.00056919,-0.0017803,1,1.16e-07,2e-09,1.52e-07
-0.00031618,-0.0017861,1,1.18e-07,2e-09,1.52e-07
-6.1825e-05,-0.001788,1,1.2e-07,2e-09,1.52e-07
0.00019262,-0.001786,1,1.22e-07,2e-09,1.52e-07
0.00044593,-0.00178,1,1.24e-07,2e-09,1.52e-07
0.00069689,-0.0017701,1,1.26e-07,2e-09,1.52e-07
0.00094429,-0.0017564,1,1.28e-07,2e-09,1.52e-07
0.001187,-0.0017391,1,1.3e-07,2e-09,1.52e-07
0.0014238,-0.0017183,1,1.32e-07,2e-09,1.52e-07
0.0016538,-0.0016941,1,1.34e-07,2e-09,1.52e-07
0.0018759,-0.0016668,1,1.36e-07,2e-09,1.52e-07
0.0020892,-0.0016366,1,1.38e-07,2e-09,1.52e-07
0.0022929,-0.0016037,1,1.4e-07,2e-09,1.52e-07
0.0024862,-0.0015685,1,1.42e-07,2e-09,1.52e-07
0.0026684,-0.0015311,1,1.44e-07,2e-09,1.52e-07
0.0028391,-0.0014918,0.99999,1.46e-07,2e-09,1.52e-07
0.0029976,-0.001451,0.99999,1.48e-07,2e-09,1.52e-07
0.0031437,-0.0014088,0.99999,1.5e-07,2e-09,1.52e-07
0.003277,-0.0013656,0.99999,1.52e-07,2e-09,1.52e-07
0.0033974,-0.0013216,0.99999,1.54e-07,2e-09,1.52e-07
0.0035048,-0.001277,0.99999,1.56e-07,2e-09,1.52e-07
0.003599,-0.0012322,0.99999,1.58e-07,2e-09,1.52e-07
0.0036802,-0.0011872,0.99999,1.6e-07,2e-09,1.52e-07
0.0037485,-0.0011424,0.99999,1.62e-07,2e-09,1.52e-07
0.003804,-0.0010979,0.99999,1.64e-07,2e-09,1.52e-07
0.0038468,-0.0010538,0.99999,1.66e-07,2e-09,1.52e-07
0.0038774,-0.0010104,0.99999,1.68e-07,2e-09,1.52e-07
0.0038958,-0.00096774,0.99999,1.7e-07,2e-09,1.52e-07
0.0039025,-0.00092598,0.99999,1.72e-07,2e-09,1.52e-07
0.0038978,-0.00088521,0.99999,1.74e-07,2e-09,1.52e-07
0.003882,-0.00084553,0.99999,1.76e-07,2e-09,1.52e-07
0.0038555,-0.00080702,0.99999,1.78e-07,2e-09,1.52e-07
0.0038188,-0.00076974,0.99999,1.8e-07,2e-09,1.52e-07
0.0037723,-0.00073374,0.99999,1.82e-07,2e-09,1.52e-07
0.0037165,-0.00069907,0.99999,1.84e-07,2e-09,1.52e-07
0.0036517,-0.00066574,0.99999,1.86e-07,2e-09,1.52e-07
0.0035785,-0.0006338,0.99999,1.88e-07,2e-09,1.52e-07
0.0034974,-0.00060324,0.99999,1.9e-07,2e-09,1.52e-07
0.0034087,-0.00057408,0.99999,1.92e-07,2e-09,1.52e-07
0.0033129,-0.00054631,0.99999,1.94e-07,2e-09,1.52e-07
0.0032104,-0.00051993,0.99999,1.96e-07,2e-09,1.52e-07
0.0031018,-0.00049492,1,1.98e-07,2e-09,1.52e-07
0.0029874,-0.00047129,1,2e-07,2e-09,1.52e-07
0.0028676,-0.00044899,1,2.02e-07,2e-09,1.52e-07
0.0027427,-0.00042803,1,2.04e-07,2e-09,1.52e-07
0.0026133,-0.00040838,1,2.06e-07,2e-09,1.52e-07
0.0024796,-0.00039001,1,2.08e-07,2e-09,1.52e-07
0.0023419,-0.0003729,1,2.1e-07,2e-09,1.52e-07
0.0022007,-0.00035704,1,2.12e-07,2e-09,1.52e-07
0.0020561,-0.00034238,1,2.14e-07,2e-09,1.52e-07
0.0019086,-0.00032892,1,2.16e-07,2e-09,1.52e-07
0.0017584,-0.00031663,1,2.18e-07,2e-09,1.52e-07
0.0016057,-0.00030548,1,2.2e-07,2e-09,1.52e-07
0.0014508,-0.00029547,1,2.22e-07,2e-09,1.52e-07
0.001294,-0.00028656,1,2.24e-07,2e-09,1.52e-07
0.0011355,-0.00027875,1,2.26e-07,2e-09,1.52e-07
0.00097553,-0.00027201,1,2.28e-07,2e-09,1.52e-07
0.0008143,-0.00026634,1,2.3e-07,2e-09,1.52e-07
0.000652,-0.00026172,1,2.32e-07,2e-09,1.52e-07
0.00048887,-0.00025813,1,2.34e-07,2e-09,1.52e-07
0.00032507,-0.00025558,1,2.36e-07,2e-09,1.52e-07
0.00016082,-0.00025406,1,2.38e-07,2e-09,1.52e-07
-3.722e-06,-0.00041663,1,0,4e-09,1.52e-07
-0.00016967,-0.0004175,1,2e-09,4e-09,1.52e-07
-0.00033551,-0.00042005,1,4e-09,4e-09,1.52e-07
-0.00050105,-0.00042428,1,6e-09,4e-09,1.52e-07
-0.0006661,-0.00043022,1,8e-09,4e-09,1.52e-07
-0.00083046,-0.00043786,1,1e-08,4e-09,1.52e-07
-0.00099394,-0.00044723,1,1.2e-08,4e-09,1.52e-07
-0.0011563,-0.00045835,1,1.4e-08,4e-09,1.52e-07
-0.0013174,-0.00047124,1,1.6e-08,4e-09,1.52e-07
-0.0014769,-0.00048593,1,1.8e-08,4e-09,1.52e-07
-0.0016346,-0.00050244,1,2e-08,4e-09,1.52e-07
-0.0017903,-0.00052081,1,2.2e-08,4e-09,1.52e-07
-0.0019438,-0.00054107,1,2.4e-08,4e-09,1.52e-07
-0.0020946,-0.00056326,1,2.6e-08,4e-09,1.52e-07
-0.0022427,-0.00058741,1,2.8e-08,4e-09,1.52e-07
-0.0023875,-0.00061357,1,3e-08,4e-09,1.52e-07
-0.002529,-0.00064177,1,3.2e-08,4e-09,1.52e-07
-0.0026666,-0.00067205,1,3.4e-08,4e-09,1.52e-07
-0.0028,-0.00070446,1,3.6e-08,4e-09,1.52e-07
-0.002929,-0.00073902,1,3.8e-08,4e-09,1.52e-07
-0.003053,-0.00077578,1,4e-08,4e-09,1.52e-07
-0.0031717,-0.00081476,0.99999,4.2e-08,4e-09,1.52e-07
-0.0032848,-0.000856,0.99999,4.4e-08,4e-09,1.52e-07
-0.0033916,-0.00089953,0.99999,4.6e-08,4e-09,1.52e-07
-0.0034919,-0.00094535,0.99999,4.8e-08,4e-09,1.52e-07
-0.0035852,-0.00099348,0.99999,5e-08,4e-09,1.52e-07
-0.003671,-0.0010439,0.99999,5.2e-08,4e-09,1.52e-07
-0.0037488,-0.0010967,0.99999,5.4e-08,4e-09,1.52e-07
-0.0038181,-0.0011517,0.99999,5.6e-08,4e-09,1.52e-07
-0.0038786,-0.001209,0.99999,5.8e-08,4e-09,1.52e-07
-0.0039296,-0.0012685,0.99999,6e-08,4e-09,1.52e-07
-0.0039708,-0.0013301,0.99999,6.2e-08,4e-09,1.52e-07
-0.0040016,-0.0013937,0.99999,6.4e-08,4e-09,1.52e-07
-0.0040217,-0.0014594,0.99999,6.6e-08,4e-09,1.52e-07
-0.0040307,-0.0015268,0.99999,6.8e-08,4e-09,1.52e-07
-0.004028,-0.0015959,0.99999,7e-08,4e-09,1.52e-07
-0.0040135,-0.0016665,0.99999,7.2e-08,4e-09,1.52e-07
-0.0039867,-0.0017384,0.99999,7.4e-08,4e-09,1.52e-07
-0.0039473,-0.0018114,0.99999,7.6e-08,4e-09,1.52e-07
-0.0038951,-0.0018851,0.99999,7.8e-08,4e-09,1.52e-07
-0.0038298,-0.0019594,0.99999,8e-08,4e-09,1.52e-07
-0.0037513,-0.0020339,0.99999,8.2e-08,4e-09,1.52e-07
-0.0036594,-0.0021083,0.99999,8.4e-08,4e-09,1.52e-07
-0.0035541,-0.0021822,0.99999,8.6e-08,4e-09,1.52e-07
-0.0034353,-0.0022552,0.99999,8.8e-08,4e-09,1.52e-07
-0.0033031,-0.0023269,0.99999,9e-08,4e-09,1.52e-07
-0.0031578,-0.0023969,0.99999,9.2e-08,4e-09,1.52e-07
-0.0029996,-0.0024647,0.99999,9.4e-08,4e-09,1.52e-07
-0.0028288,-0.0025298,0.99999,9.6e-08,4e-09,1.52e-07
-0.002646,-0.0025919,0.99999,9.8e-08,4e-09,1.52e-07
-0.0024516,-0.0026505,0.99999,1e-07,4e-09,1.52e-07
-0.0022463,-0.002705,0.99999,1.02e-07,4e-09,1.52e-07
-0.0020309,-0.0027551,0.99999,1.04e-07,4e-09,1.52e-07
-0.0018063,-0.0028004,0.99999,1.06e-07,4e-09,1.52e-07
-0.0015733,-0.0028405,0.99999,1.08e-07,4e-09,1.52e-07
-0.001333,-0.002875,0.99999,1.1e-07,4e-09,1.52e-07
-0.0010865,-0.0029037,1,1.12e-07,4e-09,1.52e-07
-0.00083485,-0.0029262,1,1.14e-07,4e-09,1.52e-07
-0.00057936,-0.0029425,1,1.16e-07,4e-09,1.52e-07
-0.00032123,-0.0029522,1,1.18e-07,4e-09,1.52e-07
-6.1717e-05,-0.0029554,1,1.2e-07,4e-09,1.52e-07
0.00019789,-0.002952,1,1.22e-07,4e-09,1.52e-07
0.00045631,-0.0029421,1,1.24e-07,4e-09,1.52e-07
0.00071228,-0.0029257,1,1.26e-07,4e-09,1.52e-07
0.00096457,-0.0029029,1,1.28e-07,4e-09,1.52e-07
0.001212,-0.0028741,1,1.3e-07,4e-09,1.52e-07
0.0014533,-0.0028394,0.99999,1.32e-07,4e-09,1.52e-07
0.0016875,-0.0027991,0.99999,1.34e-07,4e-09,1.52e-07
0.0019135,-0.0027537,0.99999,1.36e-07,4e-09,1.52e-07
0.0021305,-0.0027034,0.99999,1.38e-07,4e-09,1.52e-07
0.0023375,-0.0026487,0.99999,1.4e-07,4e-09,1.52e-07
0.0025338,-0.0025901,0.99999,1.42e-07,4e-09,1.52e-07
0.0027186,-0.0025279,0.99999,1.44e-07,4e-09,1.52e-07
0.0028915,-0.0024626,0.99999,1.46e-07,4e-09,1.52e-07
0.003052,-0.0023947,0.99999,1.48e-07,4e-09,1.52e-07
0.0031997,-0.0023247,0.99999,1.5e-07,4e-09,1.52e-07
0.0033343,-0.0022529,0.99999,1.52e-07,4e-09,1.52e-07
0.0034556,-0.0021799,0.99999,1.54e-07,4e-09,1.52e-07
0.0035635,-0.002106,0.99999,1.56e-07,4e-09,1.52e-07
0.003658,-0.0020316,0.99999,1.58e-07,4e-09,1.52e-07
0.0037392,-0.001957,0.99999,1.6e-07,4e-09,1.52e-07
0.0038072,-0.0018827,0.99999,1.62e-07,4e-09,1.52e-07
0.0038622,-0.001809,0.99999,1.64e-07,4e-09,1.52e-07
0.0039043,-0.001736,0.99999,1.66e-07,4e-09,1.52e-07
0.003934,-0.0016642,0.99999,1.68e-07,4e-09,1.52e-07
0.0039513,-0.0015936,0.99999,1.7e-07,4e-09,1.52e-07
0.0039568,-0.0015245,0.99999,1.72e-07,4e-09,1.52e-07
0.0039507,-0.0014571,0.99999,1.74e-07,4e-09,1.52e-07
0.0039334,-0.0013916,0.99999,1.76e-07,4e-09,1.52e-07
0.0039054,-0.001328,0.99999,1.78e-07,4e-09,1.52e-07
0.0038671,-0.0012664,0.99999,1.8e-07,4e-09,1.52e-07
0.0038189,-0.001207,0.99999,1.82e-07,4e-09,1.52e-07
0.0037613,-0.0011498,0.99999,1.84e-07,4e-09,1.52e-07
0.0036947,-0.0010949,0.99999,1.86e-07,4e-09,1.52e-07
0.0036197,-0.0010422,0.99999,1.88e-07,4e-09,1.52e-07
0.0035367,-0.00099183,0.99999,1.9e-07,4e-09,1.52e-07
0.0034462,-0.00094378,0.99999,1.92e-07,4e-09,1.52e-07
0.0033486,-0.00089803,0.99999,1.94e-07,4e-09,1.52e-07
0.0032443,-0.00085459,0.99999,1.96e-07,4e-09,1.52e-07
0.0031339,-0.00081343,0.99999,1.98e-07,4e-09,1.52e-07
0.0030177,-0.00077452,1,2e-07,4e-09,1.52e-07
0.0028961,-0.00073784,1,2.02e-07,4e-09,1.52e-07
0.0027695,-0.00070335,1,2.04e-07,4e-09,1.52e-07
0.0026384,-0.00067103,1,2.06e-07,4e-09,1.52e-07
0.002503,-0.00064082,1,2.08e-07,4e-09,1.52e-07
0.0023637,-0.00061269,1,2.1e-07,4e-09,1.52e-07
0.0022208,-0.00058661,1,2.12e-07,4e-09,1.52e-07
0.0020747,-0.00056252,1,2.14e-07,4e-09,1.52e-07
0.0019256,-0.0005404,1,2.16e-07,4e-09,1.52e-07
0.0017738,-0.0005202,1,2.18e-07,4e-09,1.52e-07
0.0016196,-0.00050189,1,2.2e-07,4e-09,1.52e-07
0.0014633,-0.00048544,1,2.22e-07,4e-09,1.52e-07
0.001305,-0.00047081,1,2.24e-07,4e-09,1.52e-07
0.0011451,-0.00045798,1,2.26e-07,4e-09,1.52e-07
0.00098373,-0.00044691,1,2.28e-07,4e-09,1.52e-07
0.00082109,-0.0004376,1,2.3e-07,4e-09,1.52e-07
0.00065742,-0.00043001,1,2.32e-07,4e-09,1.52e-07
0.00049291,-0.00042412,1,2.34e-07,4e-09,1.52e-07
0.00032776,-0.00041994,1,2.36e-07,4e-09,1.52e-07
0.00016215,-0.00041744,1,2.38e-07,4e-09,1.52e-07
-3.7535e-06,-0.00057919,1,0,6e-09,1.52e-07
-0.00017172,-0.0005804,1,2e-09,6e-09,1.52e-07
-0.00033957,-0.00058395,1,4e-09,6e-09,1.52e-07
-0.00050714,-0.00058986,1,6e-09,6e-09,1.52e-07
-0.00067422,-0.00059813,1,8e-09,6e-09,1.52e-07
-0.00084064,-0.00060878,1,1e-08,6e-09,1.52e-07
-0.0010062,-0.00062184,1,1.2e-08,6e-09,1.52e-07
-0.0011707,-0.00063733,1,1.4e-08,6e-09,1.52e-07
-0.0013339,-0.0006553,1,1.6e-08,6e-09,1.52e-07
-0.0014956,-0.00067577,1,1.8e-08,6e-09,1.52e-07
-0.0016555,-0.00069879,1,2e-08,6e-09,1.52e-07
-0.0018135,-0.0007244,1,2.2e-08,6e-09,1.52e-07
-0.0019692,-0.00075265,1,2.4e-08,6e-09,1.52e-07
-0.0021224,-0.00078359,1,2.6e-08,6e-09,1.52e-07
-0.0022728,-0.00081728,1,2.8e-08,6e-09,1.52e-07
-0.0024201,-0.00085378,1,3e-08,6e-09,1.52e-07
-0.0025639,-0.00089313,1,3.2e-08,6e-09,1.52e-07
-0.002704,-0.0009354,1,3.4e-08,6e-09,1.52e-07
-0.0028401,-0.00098065,1,3.6e-08,6e-09,1.52e-07
-0.0029716,-0.0010289,1,3.8e-08,6e-09,1.52e-07
-0.0030983,-0.0010803,0.99999,4e-08,6e-09,1.52e-07
-0.0032197,-0.0011348,0.99999,4.2e-08,6e-09,1.52e-07
-0.0033354,-0.0011924,0.99999,4.4e-08,6e-09,1.52e-07
-0.003445,-0.0012533,0.99999,4.6e-08,6e-09,1.52e-07
-0.0035481,-0.0013174,0.99999,4.8e-08,6e-09,1.52e-07
-0.0036441,-0.0013848,0.99999,5e-08,6e-09,1.52e-07
-0.0037326,-0.0014554,0.99999,5.2e-08,6e-09,1.52e-07
-0.0038132,-0.0015293,0.99999,5.4e-08,6e-09,1.52e-07
-0.0038852,-0.0016065,0.99999,5.6e-08,6e-09,1.52e-07
-0.0039483,-0.0016868,0.99999,5.8e-08,6e-09,1.52e-07
-0.0040019,-0.0017703,0.99999,6e-08,6e-09,1.52e-07
-0.0040456,-0.0018568,0.99999,6.2e-08,6e-09,1.52e-07
-0.0040788,-0.0019463,0.99999,6.4e-08,6e-09,1.52e-07
-0.0041012,-0.0020385,0.99999,6.6e-08,6e-09,1.52e-07
-0.0041122,-0.0021334,0.99999,6.8e-08,6e-09,1.52e-07
-0.0041114,-0.0022307,0.99999,7e-08,6e-09,1.52e-07
-0.0040985,-0.0023302,0.99999,7.2e-08,6e-09,1.52e-07
-0.0040731,-0.0024316,0.99999,7.4e-08,6e-09,1.52e-07
-0.0040348,-0.0025345,0.99999,7.6e-08,6e-09,1.52e-07
-0.0039834,-0.0026387,0.99999,7.8e-08,6e-09,1.52e-07
-0.0039185,-0.0027436,0.99999,8e-08,6e-09,1.52e-07
