"m_zrange130_:0","m_zrange130_:1","m_zrange130_:2","Points:0","Points:1","Points:2"
-0.00074403,0.00074401,1,0,0,0
-0.00074487,0.0022316,1,1e-09,0,0
-0.00074657,0.0037179,0.99999,2e-09,0,0
-0.00074911,0.0052019,0.99999,3e-09,0,0
-0.0007525,0.0066827,0.99998,4e-09,0,0
-0.00075674,0.0081596,0.99997,5e-09,0,0
-0.00076183,0.0096314,0.99995,6e-09,0,0
-0.00076777,0.011097,0.99994,7e-09,0,0
-0.00077456,0.012557,0.99992,8e-09,0,0
-0.00078221,0.014008,0.9999,9e-09,0,0
-0.00079072,0.015451,0.99988,1e-08,0,0
-0.00080008,0.016885,0.99986,1.1e-08,0,0
-0.00081031,0.018307,0.99983,1.2e-08,0,0
-0.0008214,0.019719,0.99981,1.3e-08,0,0
-0.00083336,0.021118,0.99978,1.4e-08,0,0
-0.00084619,0.022504,0.99975,1.5e-08,0,0
-0.00085988,0.023875,0.99971,1.6e-08,0,0
-0.00087445,0.025231,0.99968,1.7e-08,0,0
-0.0008899,0.026571,0.99965,1.8e-08,0,0
-0.00090623,0.027893,0.99961,1.9e-08,0,0
-0.00092343,0.029197,0.99957,2e-08,0,0
-0.00094152,0.030482,0.99953,2.1e-08,0,0
-0.00096049,0.031747,0.9995,2.2e-08,0,0
-0.00098035,0.03299,0.99946,2.3e-08,0,0
-0.0010011,0.03421,0.99941,2.4e-08,0,0
-0.0010227,0.035407,0.99937,2.5e-08,0,0
-0.0010452,0.03658,0.99933,2.6e-08,0,0
-0.0010686,0.037726,0.99929,2.7e-08,0,0
-0.0010929,0.038846,0.99924,2.8e-08,0,0
-0.0011181,0.039938,0.9992,2.9e-08,0,0
-0.0011442,0.041001,0.99916,3e-08,0,0
-0.0011711,0.042034,0.99912,3.1e-08,0,0
-0.0011989,0.043036,0.99907,3.2e-08,0,0
-0.0012276,0.044005,0.99903,3.3e-08,0,0
-0.0012572,0.044941,0.99899,3.4e-08,0,0
-0.0012876,0.045842,0.99895,3.5e-08,0,0
-0.0013189,0.046708,0.99891,3.6e-08,0,0
-0.001351,0.047536,0.99887,3.7e-08,0,0
-0.0013839,0.048327,0.99883,3.8e-08,0,0
-0.0014177,0.049078,0.99879,3.9e-08,0,0
-0.0014523,0.04979,0.99876,4e-08,0,0
-0.0014877,0.050459,0.99873,4.1e-08,0,0
-0.0015238,0.051087,0.99869,4.2e-08,0,0
-0.0015608,0.05167,0.99866,4.3e-08,0,0
-0.0015984,0.052209,0.99863,4.4e-08,0,0
-0.0016368,0.052702,0.99861,4.5e-08,0,0
-0.0016759,0.053149,0.99859,4.6e-08,0,0
