"m_zrange130_:0","m_zrange130_:1","m_zrange130_:2","Points:0","Points:1","Points:2"
-0.00091587,0.00091585,1,0,0,0
-0.00091687,0.002747,1,1e-09,0,0
-0.00091887,0.0045764,0.99999,2e-09,0,0
-0.00092188,0.006403,0.99998,3e-09,0,0
-0.00092589,0.0082255,0.99997,4e-09,0,0
-0.00093091,0.010043,0.99995,5e-09,0,0
-0.00093693,0.011854,0.99993,6e-09,0,0
-0.00094396,0.013657,0.99991,7e-09,0,0
-0.000952,0.015452,0.99988,8e-09,0,0
-0.00096105,0.017237,0.99985,9e-09,0,0
-0.00097111,0.019011,0.99982,1e-08,0,0
-0.00098219,0.020772,0.99978,1.1e-08,0,0
-0.00099428,0.02252,0.99975,1.2e-08,0,0
-0.0010074,0.024254,0.99971,1.3e-08,0,0
-0.0010215,0.025972,0.99966,1.4e-08,0,0
-0.0010367,0.027672,0.99962,1.5e-08,0,0
-0.0010529,0.029354,0.99957,1.6e-08,0,0
-0.0010701,0.031017,0.99952,1.7e-08,0,0
-0.0010884,0.032659,0.99947,1.8e-08,0,0
-0.0011077,0.034279,0.99941,1.9e-08,0,0
-0.001128,0.035876,0.99936,2e-08,0,0
-0.0011493,0.037448,0.9993,2.1e-08,0,0
-0.0011718,0.038995,0.99924,2.2e-08,0,0
-0.0011952,0.040514,0.99918,2.3e-08,0,0
-0.0012197,0.042005,0.99912,2.4e-08,0,0
-0.0012452,0.043466,0.99905,2.5e-08,0,0
-0.0012718,0.044896,0.99899,2.6e-08,0,0
-0.0012994,0.046294,0.99893,2.7e-08,0,0
-0.0013281,0.047658,0.99886,2.8e-08,0,0
-0.0013578,0.048987,0.9988,2.9e-08,0,0
-0.0013885,0.050279,0.99873,3e-08,0,0
-0.0014202,0.051534,0.99867,3.1e-08,0,0
-0.001453,0.05275,0.99861,3.2e-08,0,0
-0.0014868,0.053925,0.99854,3.3e-08,0,0
-0.0015217,0.055059,0.99848,3.4e-08,0,0
-0.0015575,0.056149,0.99842,3.5e-08,0,0
-0.0015943,0.057195,0.99836,3.6e-08,0,0
-0.0016321,0.058195,0.9983,3.7e-08,0,0
-0.0016709,0.059148,0.99825,3.8e-08,0,0
-0.0017107,0.060052,0.99819,3.9e-08,0,0
-0.0017513,0.060906,0.99814,4e-08,0,0
-0.001793,0.06171,0.99809,4.1e-08,0,0
-0.0018355,0.06246,0.99805,4.2e-08,0,0
-0.0018789,0.063157,0.998,4.3e-08,0,0
-0.0019232,0.063799,0.99796,4.4e-08,0,0
-0.0019683,0.064384,0.99792,4.5e-08,0,0
-0.0020142,0.064912,0.99789,4.6e-08,0,0
-0.002061,0.065382,0.99786,4.7e-08,0,0
-0.0021084,0.065791,0.99783,4.8e-08,0,0
-0.0021566,0.066139,0.99781,4.9e-08,0,0
-0.0022055,0.066426,0.99779,5e-08,0,0
-0.002255,0.066649,0.99777,5.1e-08,0,0
-0.0023052,0.066808,0.99776,5.2e-08,0,0
-0.0023559,0.066902,0.99776,5.3e-08,0,0
-0.0024071,0.06693,0.99775,5.4e-08,0,0
-0.0024588,0.066891,0.99776,5.5e-08,0,0
-0.0025109,0.066784,0.99776,5.6e-08,0,0
-0.0025634,0.066609,0.99778,5.7e-08,0,0
-0.0026162,0.066365,0.99779,5.8e-08,0,0
-0.0026693,0.066052,0.99781,5.9e-08,0,0
-0.0027225,0.065668,0.99784,6e-08,0,0
-0.0027759,0.065214,0.99787,6.1e-08,0,0
-0.0028293,0.06469,0.9979,6.2e-08,0,0
-0.0028828,0.064094,0.99794,6.3e-08,0,0
-0.0029362,0.063427,0.99798,6.4e-08,0,0
-0.0029894,0.062689,0.99803,6.5e-08,0,0
-0.0030424,0.061879,0.99808,6.6e-08,0,0
-0.0030951,0.060999,0.99813,6.7e-08,0,0
-0.0031475,0.060048,0.99819,6.8e-08,0,0
-0.0031994,0.059026,0.99825,6.9e-08,0,0
-0.0032508,0.057935,0.99832,7e-08,0,0
-0.0033016,0.056774,0.99838,7.1e-08,0,0
-0.0033517,0.055545,0.99845,7.2e-08,0,0
-0.003401,0.054248,0.99852,7.3e-08,0,0
-0.0034494,0.052884,0.99859,7.4e-08,0,0
-0.0034969,0.051455,0.99867,7.5e-08,0,0
-0.0035434,0.049961,0.99874,7.6e-08,0,0
-0.0035888,0.048405,0.99882,7.7e-08,0,0
-0.003633,0.046786,0.9989,7.8e-08,0,0
-0.0036759,0.045107,0.99898,7.9e-08,0,0
-0.0037174,0.043371,0.99905,8e-08,0,0
-0.0037575,0.041577,0.99913,8.1e-08,0,0
-0.0037961,0.039729,0.9992,8.2e-08,0,0
-0.0038331,0.037829,0.99928,8.3e-08,0,0
-0.0038685,0.035878,0.99935,8.4e-08,0,0
-0.003902,0.033879,0.99942,8.5e-08,0,0
-0.0039338,0.031835,0.99949,8.6e-08,0,0
-0.0039637,0.029748,0.99955,8.7e-08,0,0
-0.0039917,0.02762,0.99961,8.8e-08,0,0
-0.0040176,0.025455,0.99967,8.9e-08,0,0
-0.0040415,0.023254,0.99972,9e-08,0,0
-0.0040633,0.021022,0.99977,9.1e-08,0,0
-0.0040829,0.01876,0.99982,9.2e-08,0,0
-0.0041003,0.016473,0.99986,9.3e-08,0,0
-0.0041155,0.014163,0.99989,9.4e-08,0,0
-0.0041284,0.011833,0.99992,9.5e-08,0,0
-0.004139,0.009486,0.99995,9.6e-08,0,0
-0.0041472,0.0071262,0.99997,9.7e-08,0,0
-0.0041532,0.0047563,0.99998,9.8e-08,0,0
-0.0041567,0.0023798,0.99999,9.9e-08,0,0
-0.0041579,9.6961e-09,0.99999,1e-07,0,0
-0.0041567,-0.0023798,0.99999,1.01e-07,0,0
-0.0041532,-0.0047563,0.99998,1.02e-07,0,0
-0.0041472,-0.0071262,0.99997,1.03e-07,0,0
-0.004139,-0.009486,0.99995,1.04e-07,0,0
-0.0041284,-0.011833,0.99992,1.05e-07,0,0
-0.0041155,-0.014163,0.99989,1.06e-07,0,0
-0.0041003,-0.016473,0.99986,1.07e-07,0,0
-0.0040829,-0.01876,0.99982,1.08e-07,0,0
-0.0040633,-0.021022,0.99977,1.09e-07,0,0
