"m_zrange130_:0","m_zrange130_:1","m_zrange130_:2","Points:0","Points:1","Points:2"
-0.0010966,0.0010966,1,0,0,0
-0.0010977,0.003289,0.99999,1e-09,0,0
-0.0011,0.0054793,0.99998,2e-09,0,0
-0.0011035,0.0076659,0.99997,3e-09,0,0
-0.0011081,0.0098476,0.99995,4e-09,0,0
-0.0011138,0.012023,0.99993,5e-09,0,0
-0.0011208,0.01419,0.9999,6e-09,0,0
-0.0011288,0.016348,0.99987,7e-09,0,0
-0.001138,0.018495,0.99983,8e-09,0,0
-0.0011484,0.020629,0.99979,9e-09,0,0
-0.00116,0.02275,0.99974,1e-08,0,0
-0.0011727,0.024856,0.99969,1.1e-08,0,0
-0.0011866,0.026945,0.99964,1.2e-08,0,0
-0.0012016,0.029016,0.99958,1.3e-08,0,0
-0.0012178,0.031067,0.99952,1.4e-08,0,0
-0.0012352,0.033097,0.99945,1.5e-08,0,0
-0.0012538,0.035105,0.99938,1.6e-08,0,0
-0.0012735,0.037088,0.99931,1.7e-08,0,0
-0.0012944,0.039045,0.99924,1.8e-08,0,0
-0.0013165,0.040975,0.99916,1.9e-08,0,0
-0.0013398,0.042877,0.99908,2e-08,0,0
-0.0013643,0.044748,0.999,2.1e-08,0,0
-0.00139,0.046588,0.99891,2.2e-08,0,0
-0.0014168,0.048394,0.99883,2.3e-08,0,0
-0.0014449,0.050165,0.99874,2.4e-08,0,0
-0.0014741,0.051899,0.99865,2.5e-08,0,0
-0.0015045,0.053596,0.99856,2.6e-08,0,0
-0.0015361,0.055253,0.99847,2.7e-08,0,0
-0.0015689,0.056868,0.99838,2.8e-08,0,0
-0.0016028,0.058441,0.99829,2.9e-08,0,0
-0.001638,0.059969,0.9982,3e-08,0,0
-0.0016743,0.061452,0.99811,3.1e-08,0,0
-0.0017118,0.062887,0.99802,3.2e-08,0,0
-0.0017504,0.064272,0.99793,3.3e-08,0,0
-0.0017902,0.065607,0.99784,3.4e-08,0,0
-0.0018311,0.06689,0.99776,3.5e-08,0,0
-0.0018732,0.068119,0.99768,3.6e-08,0,0
-0.0019163,0.069292,0.99759,3.7e-08,0,0
-0.0019606,0.070408,0.99752,3.8e-08,0,0
-0.002006,0.071466,0.99744,3.9e-08,0,0
-0.0020524,0.072463,0.99737,4e-08,0,0
-0.0020998,0.073399,0.9973,4.1e-08,0,0
-0.0021483,0.074272,0.99724,4.2e-08,0,0
-0.0021978,0.075081,0.99718,4.3e-08,0,0
-0.0022483,0.075823,0.99712,4.4e-08,0,0
-0.0022997,0.076498,0.99707,4.5e-08,0,0
-0.002352,0.077105,0.99702,4.6e-08,0,0
-0.0024052,0.077641,0.99698,4.7e-08,0,0
-0.0024593,0.078106,0.99694,4.8e-08,0,0
-0.0025142,0.078498,0.99691,4.9e-08,0,0
-0.0025698,0.078816,0.99689,5e-08,0,0
-0.0026262,0.07906,0.99687,5.1e-08,0,0
-0.0026832,0.079227,0.99685,5.2e-08,0,0
-0.0027409,0.079317,0.99685,5.3e-08,0,0
-0.0027991,0.079329,0.99684,5.4e-08,0,0
-0.0028579,0.079261,0.99685,5.5e-08,0,0
-0.0029171,0.079114,0.99686,5.6e-08,0,0
-0.0029767,0.078886,0.99688,5.7e-08,0,0
-0.0030367,0.078577,0.9969,5.8e-08,0,0
-0.003097,0.078186,0.99693,5.9e-08,0,0
-0.0031574,0.077712,0.99697,6e-08,0,0
-0.003218,0.077156,0.99701,6.1e-08,0,0
-0.0032787,0.076516,0.99706,6.2e-08,0,0
-0.0033394,0.075793,0.99712,6.3e-08,0,0
-0.0033999,0.074987,0.99718,6.4e-08,0,0
-0.0034603,0.074097,0.99725,6.5e-08,0,0
-0.0035205,0.073123,0.99732,6.6e-08,0,0
-0.0035802,0.072067,0.99739,6.7e-08,0,0
-0.0036396,0.070927,0.99747,6.8e-08,0,0
-0.0036985,0.069706,0.99756,6.9e-08,0,0
-0.0037567,0.068402,0.99765,7e-08,0,0
-0.0038142,0.067018,0.99774,7.1e-08,0,0
-0.003871,0.065554,0.99784,7.2e-08,0,0
-0.0039269,0.064011,0.99794,7.3e-08,0,0
-0.0039817,0.06239,0.99804,7.4e-08,0,0
-0.0040356,0.060693,0.99815,7.5e-08,0,0
-0.0040882,0.058921,0.99825,7.6e-08,0,0
-0.0041396,0.057075,0.99836,7.7e-08,0,0
-0.0041896,0.055158,0.99847,7.8e-08,0,0
-0.0042382,0.05317,0.99858,7.9e-08,0,0
-0.0042852,0.051115,0.99868,8e-08,0,0
-0.0043306,0.048995,0.99879,8.1e-08,0,0
-0.0043743,0.046811,0.99889,8.2e-08,0,0
-0.0044161,0.044566,0.999,8.3e-08,0,0
-0.0044561,0.042262,0.9991,8.4e-08,0,0
-0.0044941,0.039903,0.99919,8.5e-08,0,0
-0.00453,0.037492,0.99929,8.6e-08,0,0
-0.0045638,0.03503,0.99938,8.7e-08,0,0
-0.0045955,0.032521,0.99946,8.8e-08,0,0
-0.0046248,0.029969,0.99954,8.9e-08,0,0
-0.0046518,0.027376,0.99961,9e-08,0,0
-0.0046764,0.024746,0.99968,9.1e-08,0,0
-0.0046986,0.022083,0.99975,9.2e-08,0,0
-0.0047183,0.019389,0.9998,9.3e-08,0,0
-0.0047355,0.016669,0.99985,9.4e-08,0,0
-0.0047501,0.013926,0.99989,9.5e-08,0,0
-0.004762,0.011164,0.99993,9.6e-08,0,0
-0.0047714,0.0083864,0.99995,9.7e-08,0,0
-0.0047781,0.0055974,0.99997,9.8e-08,0,0
-0.0047821,0.0028006,0.99998,9.9e-08,0,0
-0.0047834,1.1779e-08,0.99999,1e-07,0,0
-0.0047821,-0.0028006,0.99998,1.01e-07,0,0
-0.0047781,-0.0055974,0.99997,1.02e-07,0,0
-0.0047714,-0.0083864,0.99995,1.03e-07,0,0
-0.004762,-0.011164,0.99993,1.04e-07,0,0
-0.0047501,-0.013926,0.99989,1.05e-07,0,0
-0.0047355,-0.016669,0.99985,1.06e-07,0,0
-0.0047183,-0.019389,0.9998,1.07e-07,0,0
-0.0046986,-0.022083,0.99975,1.08e-07,0,0
-0.0046764,-0.024746,0.99968,1.09e-07,0,0
-0.0046518,-0.027376,0.99961,1.1e-07,0,0
-0.0046248,-0.029969,0.99954,1.11e-07,0,0
