"m_zrange285_:0","m_zrange285_:1","m_zrange285_:2","Points:0","Points:1","Points:2"
-9.4728e-07,-9.5022e-07,-1,0,0,0
-2.8406e-06,-9.5365e-07,-1,1e-09,0,0
-4.7341e-06,-9.564e-07,-1,2e-09,0,0
-6.6271e-06,-9.6087e-07,-1,3e-09,0,0
-8.52e-06,-9.6907e-07,-1,4e-09,0,0
-1.0409e-05,-9.7727e-07,-1,5e-09,0,0
-1.2298e-05,-9.8723e-07,-1,6e-09,0,0
-1.4182e-05,-1.0003e-06,-1,7e-09,0,0
-1.6065e-05,-1.0172e-06,-1,8e-09,0,0
-1.7943e-05,-1.0318e-06,-1,9e-09,0,0
-1.9818e-05,-1.0499e-06,-1,1e-08,0,0
-2.1689e-05,-1.0708e-06,-1,1.1e-08,0,0
-2.3555e-05,-1.0938e-06,-1,1.2e-08,0,0
-2.5419e-05,-1.1181e-06,-1,1.3e-08,0,0
-2.727e-05,-1.1443e-06,-1,1.4e-08,0,0
-2.9117e-05,-1.1716e-06,-1,1.5e-08,0,0
-3.0958e-05,-1.1996e-06,-1,1.6e-08,0,0
-3.2789e-05,-1.23e-06,-1,1.7e-08,0,0
-3.4612e-05,-1.2642e-06,-1,1.8e-08,0,0
-3.6422e-05,-1.3013e-06,-1,1.9e-08,0,0
-3.8226e-05,-1.339e-06,-1,2e-08,0,0
-4.0015e-05,-1.3781e-06,-1,2.1e-08,0,0
-4.1795e-05,-1.4182e-06,-1,2.2e-08,0,0
-4.3556e-05,-1.4618e-06,-1,2.3e-08,0,0
-4.5304e-05,-1.509e-06,-1,2.4e-08,0,0
-4.7035e-05,-1.5579e-06,-1,2.5e-08,0,0
-4.8749e-05,-1.611e-06,-1,2.6e-08,0,0
-5.0444e-05,-1.6632e-06,-1,2.7e-08,0,0
-5.2117e-05,-1.72e-06,-1,2.8e-08,0,0
-5.377e-05,-1.7794e-06,-1,2.9e-08,0,0
-5.54e-05,-1.8393e-06,-1,3e-08,0,0
-5.7004e-05,-1.9047e-06,-1,3.1e-08,0,0
-5.8577e-05,-1.971e-06,-1,3.2e-08,0,0
-6.0122e-05,-2.0407e-06,-1,3.3e-08,0,0
-6.1639e-05,-2.1123e-06,-1,3.4e-08,0,0
-6.3122e-05,-2.1858e-06,-1,3.5e-08,0,0
-6.4572e-05,-2.2616e-06,-1,3.6e-08,0,0
-6.598e-05,-2.3404e-06,-1,3.7e-08,0,0
-6.7354e-05,-2.4215e-06,-1,3.8e-08,0,0
-6.8682e-05,-2.5074e-06,-1,3.9e-08,0,0
-6.9967e-05,-2.5953e-06,-1,4e-08,0,0
-7.1207e-05,-2.6858e-06,-1,4.1e-08,0,0
-7.2399e-05,-2.7758e-06,-1,4.2e-08,0,0
-7.354e-05,-2.8728e-06,-1,4.3e-08,0,0
-7.4624e-05,-2.9692e-06,-1,4.4e-08,0,0
-7.5654e-05,-3.0719e-06,-1,4.5e-08,0,0
-7.6625e-05,-3.1782e-06,-1,4.6e-08,0,0
-7.7534e-05,-3.286e-06,-1,4.7e-08,0,0
-7.8378e-05,-3.3932e-06,-1,4.8e-08,0,0
-7.9156e-05,-3.5031e-06,-1,4.9e-08,0,0
-7.9864e-05,-3.616e-06,-1,5e-08,0,0
-8.0498e-05,-3.7326e-06,-1,5.1e-08,0,0
-8.1059e-05,-3.8518e-06,-1,5.2e-08,0,0
-8.154e-05,-3.9712e-06,-1,5.3e-08,0,0
-8.1942e-05,-4.0934e-06,-1,5.4e-08,0,0
-8.2259e-05,-4.2185e-06,-1,5.5e-08,0,0
-8.2491e-05,-4.3479e-06,-1,5.6e-08,0,0
-8.2634e-05,-4.4758e-06,-1,5.7e-08,0,0
-8.2685e-05,-4.6058e-06,-1,5.8e-08,0,0
-8.2647e-05,-4.7391e-06,-1,5.9e-08,0,0
-8.2512e-05,-4.872e-06,-1,6e-08,0,0
-8.228e-05,-5.0075e-06,-1,6.1e-08,0,0
-8.1948e-05,-5.1439e-06,-1,6.2e-08,0,0
-8.1515e-05,-5.2824e-06,-1,6.3e-08,0,0
-8.098e-05,-5.419e-06,-1,6.4e-08,0,0
-8.0339e-05,-5.5574e-06,-1,6.5e-08,0,0
-7.9594e-05,-5.6963e-06,-1,6.6e-08,0,0
-7.8742e-05,-5.8344e-06,-1,6.7e-08,0,0
-7.7783e-05,-5.9743e-06,-1,6.8e-08,0,0
-7.6718e-05,-6.1134e-06,-1,6.9e-08,0,0
-7.5544e-05,-6.2517e-06,-1,7e-08,0,0
-7.4262e-05,-6.3872e-06,-1,7.1e-08,0,0
-7.2872e-05,-6.5232e-06,-1,7.2e-08,0,0
-7.1375e-05,-6.656e-06,-1,7.3e-08,0,0
-6.977e-05,-6.7876e-06,-1,7.4e-08,0,0
-6.8061e-05,-6.9185e-06,-1,7.5e-08,0,0
-6.6246e-05,-7.0474e-06,-1,7.6e-08,0,0
-6.4331e-05,-7.174e-06,-1,7.7e-08,0,0
-6.2312e-05,-7.2951e-06,-1,7.8e-08,0,0
-6.0197e-05,-7.4137e-06,-1,7.9e-08,0,0
-5.7985e-05,-7.5311e-06,-1,8e-08,0,0
-5.5679e-05,-7.6447e-06,-1,8.1e-08,0,0
-5.3282e-05,-7.7523e-06,-1,8.2e-08,0,0
-5.0795e-05,-7.855e-06,-1,8.3e-08,0,0
-4.8223e-05,-7.9555e-06,-1,8.4e-08,0,0
-4.557e-05,-8.053e-06,-1,8.5e-08,0,0
-4.2833e-05,-8.141e-06,-1,8.6e-08,0,0
-4.002e-05,-8.229e-06,-1,8.7e-08,0,0
-3.7128e-05,-8.3072e-06,-1,8.8e-08,0,0
-3.4166e-05,-8.3806e-06,-1,8.9e-08,0,0
-3.1134e-05,-8.447e-06,-1,9e-08,0,0
-2.804e-05,-8.507e-06,-1,9.1e-08,0,0
-2.4884e-05,-8.5644e-06,-1,9.2e-08,0,0
-2.1673e-05,-8.6122e-06,-1,9.3e-08,0,0
