"m_zrange285_:0","m_zrange285_:1","m_zrange285_:2","Points:0","Points:1","Points:2"
-1.2145e-05,-1.2146e-05,-1,0,0,0
-3.6438e-05,-1.2172e-05,-1,1e-09,0,0
-6.0728e-05,-1.2222e-05,-1,2e-09,0,0
-8.5013e-05,-1.2297e-05,-1,3e-09,0,0
-0.00010929,-1.2398e-05,-1,4e-09,0,0
-0.00013356,-1.2523e-05,-1,5e-09,0,0
-0.00015781,-1.2674e-05,-1,6e-09,0,0
-0.00018205,-1.2849e-05,-1,7e-09,0,0
-0.00020627,-1.3052e-05,-1,8e-09,0,0
-0.00023046,-1.3284e-05,-1,9e-09,0,0
-0.00025464,-1.3539e-05,-1,1e-08,0,0
-0.00027877,-1.3822e-05,-1,1.1e-08,0,0
-0.00030288,-1.4133e-05,-1,1.2e-08,0,0
-0.00032694,-1.4469e-05,-1,1.3e-08,0,0
-0.00035095,-1.4834e-05,-1,1.4e-08,0,0
-0.00037491,-1.5225e-05,-1,1.5e-08,0,0
-0.00039881,-1.5649e-05,-1,1.6e-08,0,0
-0.00042264,-1.61e-05,-1,1.7e-08,0,0
-0.00044639,-1.6578e-05,-1,1.8e-08,0,0
-0.00047006,-1.7093e-05,-1,1.9e-08,0,0
-0.00049363,-1.7635e-05,-1,2e-08,0,0
-0.00051708,-1.8208e-05,-1,2.1e-08,0,0
-0.00054041,-1.8813e-05,-1,2.2e-08,0,0
-0.00056361,-1.9444e-05,-1,2.3e-08,0,0
-0.00058666,-2.0114e-05,-1,2.4e-08,0,0
-0.00060954,-2.0819e-05,-1,2.5e-08,0,0
-0.00063223,-2.1557e-05,-1,2.6e-08,0,0
-0.00065473,-2.2329e-05,-1,2.7e-08,0,0
-0.00067701,-2.3137e-05,-1,2.8e-08,0,0
-0.00069905,-2.3986e-05,-1,2.9e-08,0,0
-0.00072082,-2.4865e-05,-1,3e-08,0,0
-0.00074232,-2.5786e-05,-1,3.1e-08,0,0
