"m_zrange285_:0","m_zrange285_:1","m_zrange285_:2","Points:0","Points:1","Points:2"
-4.154e-06,-4.1545e-06,-1,0,0,0
-1.2462e-05,-4.1639e-06,-1,1e-09,0,0
-2.0768e-05,-4.1782e-06,-1,2e-09,0,0
-2.9069e-05,-4.2021e-06,-1,3e-09,0,0
-3.7367e-05,-4.2346e-06,-1,4e-09,0,0
-4.5657e-05,-4.2747e-06,-1,5e-09,0,0
-5.3946e-05,-4.3241e-06,-1,6e-09,0,0
-6.2222e-05,-4.3791e-06,-1,7e-09,0,0
-7.0487e-05,-4.4437e-06,-1,8e-09,0,0
-7.8742e-05,-4.5163e-06,-1,9e-09,0,0
-8.6979e-05,-4.598e-06,-1,1e-08,0,0
-9.5204e-05,-4.6891e-06,-1,1.1e-08,0,0
-0.00010341,-4.7877e-06,-1,1.2e-08,0,0
-0.00011159,-4.8971e-06,-1,1.3e-08,0,0
-0.00011976,-5.0148e-06,-1,1.4e-08,0,0
-0.00012789,-5.1422e-06,-1,1.5e-08,0,0
-0.000136,-5.2781e-06,-1,1.6e-08,0,0
-0.00014408,-5.4254e-06,-1,1.7e-08,0,0
-0.00015212,-5.5769e-06,-1,1.8e-08,0,0
-0.00016012,-5.7403e-06,-1,1.9e-08,0,0
-0.00016808,-5.9135e-06,-1,2e-08,0,0
-0.000176,-6.0979e-06,-1,2.1e-08,0,0
-0.00018386,-6.2914e-06,-1,2.2e-08,0,0
-0.00019167,-6.4938e-06,-1,2.3e-08,0,0
-0.00019941,-6.7084e-06,-1,2.4e-08,0,0
-0.00020709,-6.9318e-06,-1,2.5e-08,0,0
-0.0002147,-7.1672e-06,-1,2.6e-08,0,0
-0.00022223,-7.413e-06,-1,2.7e-08,0,0
-0.00022968,-7.672e-06,-1,2.8e-08,0,0
-0.00023703,-7.9396e-06,-1,2.9e-08,0,0
-0.00024429,-8.2208e-06,-1,3e-08,0,0
-0.00025144,-8.5144e-06,-1,3.1e-08,0,0
-0.00025848,-8.8182e-06,-1,3.2e-08,0,0
-0.00026539,-9.1347e-06,-1,3.3e-08,0,0
-0.00027218,-9.4648e-06,-1,3.4e-08,0,0
-0.00027882,-9.8043e-06,-1,3.5e-08,0,0
-0.00028532,-1.0158e-05,-1,3.6e-08,0,0
-0.00029166,-1.0524e-05,-1,3.7e-08,0,0
-0.00029783,-1.0902e-05,-1,3.8e-08,0,0
-0.00030383,-1.1293e-05,-1,3.9e-08,0,0
-0.00030964,-1.1694e-05,-1,4e-08,0,0
-0.00031524,-1.211e-05,-1,4.1e-08,0,0
-0.00032064,-1.2537e-05,-1,4.2e-08,0,0
-0.00032582,-1.298e-05,-1,4.3e-08,0,0
-0.00033076,-1.3434e-05,-1,4.4e-08,0,0
-0.00033546,-1.3902e-05,-1,4.5e-08,0,0
-0.0003399,-1.4383e-05,-1,4.6e-08,0,0
-0.00034407,-1.4877e-05,-1,4.7e-08,0,0
-0.00034796,-1.5385e-05,-1,4.8e-08,0,0
-0.00035155,-1.5898e-05,-1,4.9e-08,0,0
-0.00035483,-1.6425e-05,-1,5e-08,0,0
-0.0003578,-1.6963e-05,-1,5.1e-08,0,0
-0.00036043,-1.7512e-05,-1,5.2e-08,0,0
-0.00036272,-1.8071e-05,-1,5.3e-08,0,0
-0.00036465,-1.8643e-05,-1,5.4e-08,0,0
-0.00036622,-1.9223e-05,-1,5.5e-08,0,0
-0.0003674,-1.9812e-05,-1,5.6e-08,0,0
-0.0003682,-2.0411e-05,-1,5.7e-08,0,0
-0.00036858,-2.1021e-05,-1,5.8e-08,0,0
-0.00036856,-2.1635e-05,-1,5.9e-08,0,0
-0.0003681,-2.2257e-05,-1,6e-08,0,0
-0.00036722,-2.2884e-05,-1,6.1e-08,0,0
-0.00036589,-2.3516e-05,-1,6.2e-08,0,0
-0.0003641,-2.4153e-05,-1,6.3e-08,0,0
-0.00036186,-2.4795e-05,-1,6.4e-08,0,0
-0.00035915,-2.5437e-05,-1,6.5e-08,0,0
-0.00035597,-2.608e-05,-1,6.6e-08,0,0
-0.0003523,-2.6722e-05,-1,6.7e-08,0,0
-0.00034816,-2.7365e-05,-1,6.8e-08,0,0
-0.00034352,-2.8007e-05,-1,6.9e-08,0,0
-0.0003384,-2.8645e-05,-1,7e-08,0,0
-0.00033279,-2.9281e-05,-1,7.1e-08,0,0
-0.00032668,-2.9915e-05,-1,7.2e-08,0,0
-0.00032009,-3.0538e-05,-1,7.3e-08,0,0
-0.00031301,-3.1157e-05,-1,7.4e-08,0,0
-0.00030544,-3.1763e-05,-1,7.5e-08,0,0
-0.00029738,-3.2357e-05,-1,7.6e-08,0,0
-0.00028885,-3.2941e-05,-1,7.7e-08,0,0
-0.00027985,-3.351e-05,-1,7.8e-08,0,0
-0.00027038,-3.407e-05,-1,7.9e-08,0,0
-0.00026045,-3.4613e-05,-1,8e-08,0,0
-0.00025007,-3.5141e-05,-1,8.1e-08,0,0
-0.00023926,-3.5647e-05,-1,8.2e-08,0,0
-0.00022802,-3.6134e-05,-1,8.3e-08,0,0
-0.00021638,-3.66e-05,-1,8.4e-08,0,0
-0.00020434,-3.7041e-05,-1,8.5e-08,0,0
-0.00019194,-3.7462e-05,-1,8.6e-08,0,0
-0.00017918,-3.7855e-05,-1,8.7e-08,0,0
-0.0001661,-3.8223e-05,-1,8.8e-08,0,0
-0.00015271,-3.8563e-05,-1,8.9e-08,0,0
-0.00013904,-3.8875e-05,-1,9e-08,0,0
-0.00012511,-3.9159e-05,-1,9.1e-08,0,0
-0.00011095,-3.9414e-05,-1,9.2e-08,0,0
-9.6577e-05,-3.9638e-05,-1,9.3e-08,0,0
-8.2027e-05,-3.9835e-05,-1,9.4e-08,0,0
-6.7324e-05,-3.9996e-05,-1,9.5e-08,0,0
-5.2495e-05,-4.0126e-05,-1,9.6e-08,0,0
-3.7566e-05,-4.0223e-05,-1,9.7e-08,0,0
-2.2567e-05,-4.0291e-05,-1,9.8e-08,0,0
-7.5239e-06,-4.0325e-05,-1,9.9e-08,0,0
7.5316e-06,-4.0323e-05,-1,1e-07,0,0
2.2574e-05,-4.029e-05,-1,1.01e-07,0,0
3.7573e-05,-4.0224e-05,-1,1.02e-07,0,0
5.2501e-05,-4.0125e-05,-1,1.03e-07,0,0
6.733e-05,-3.9996e-05,-1,1.04e-07,0,0
8.2033e-05,-3.9832e-05,-1,1.05e-07,0,0
9.6583e-05,-3.9636e-05,-1,1.06e-07,0,0
0.00011095,-3.941e-05,-1,1.07e-07,0,0
0.00012511,-3.9155e-05,-1,1.08e-07,0,0
0.00013904,-3.8871e-05,-1,1.09e-07,0,0
0.00015272,-3.8556e-05,-1,1.1e-07,0,0
0.0001661,-3.8214e-05,-1,1.11e-07,0,0
0.00017919,-3.7842e-05,-1,1.12e-07,0,0
0.00019194,-3.7448e-05,-1,1.13e-07,0,0
0.00020435,-3.7029e-05,-1,1.14e-07,0,0
0.00021638,-3.6586e-05,-1,1.15e-07,0,0
0.00022802,-3.6121e-05,-1,1.16e-07,0,0
0.00023926,-3.5635e-05,-1,1.17e-07,0,0
0.00025007,-3.5127e-05,-1,1.18e-07,0,0
0.00026045,-3.4604e-05,-1,1.19e-07,0,0
0.00027038,-3.4061e-05,-1,1.2e-07,0,0
0.00027985,-3.3503e-05,-1,1.21e-07,0,0
0.00028885,-3.2931e-05,-1,1.22e-07,0,0
0.00029738,-3.2348e-05,-1,1.23e-07,0,0
0.00030544,-3.1752e-05,-1,1.24e-07,0,0
0.00031301,-3.1145e-05,-1,1.25e-07,0,0
0.00032009,-3.0528e-05,-1,1.26e-07,0,0
0.00032668,-2.9904e-05,-1,1.27e-07,0,0
0.00033279,-2.9274e-05,-1,1.28e-07,0,0
0.0003384,-2.864e-05,-1,1.29e-07,0,0
0.00034353,-2.8001e-05,-1,1.3e-07,0,0
0.00034816,-2.7357e-05,-1,1.31e-07,0,0
0.00035231,-2.6714e-05,-1,1.32e-07,0,0
0.00035597,-2.6071e-05,-1,1.33e-07,0,0
0.00035915,-2.5424e-05,-1,1.34e-07,0,0
0.00036187,-2.4777e-05,-1,1.35e-07,0,0
0.00036411,-2.4136e-05,-1,1.36e-07,0,0
0.00036589,-2.3499e-05,-1,1.37e-07,0,0
0.00036722,-2.2868e-05,-1,1.38e-07,0,0
0.00036811,-2.224e-05,-1,1.39e-07,0,0
0.00036857,-2.1619e-05,-1,1.4e-07,0,0
0.00036859,-2.1004e-05,-1,1.41e-07,0,0
0.0003682,-2.0398e-05,-1,1.42e-07,0,0
0.00036741,-1.98e-05,-1,1.43e-07,0,0
0.00036623,-1.921e-05,-1,1.44e-07,0,0
0.00036467,-1.8627e-05,-1,1.45e-07,0,0
0.00036273,-1.8056e-05,-1,1.46e-07,0,0
0.00036044,-1.7496e-05,-1,1.47e-07,0,0
0.0003578,-1.6946e-05,-1,1.48e-07,0,0
0.00035484,-1.6409e-05,-1,1.49e-07,0,0
0.00035155,-1.5886e-05,-1,1.5e-07,0,0
0.00034796,-1.5374e-05,-1,1.51e-07,0,0
0.00034407,-1.4872e-05,-1,1.52e-07,0,0
0.0003399,-1.4377e-05,-1,1.53e-07,0,0
0.00033546,-1.3896e-05,-1,1.54e-07,0,0
0.00033076,-1.3432e-05,-1,1.55e-07,0,0
0.00032582,-1.2976e-05,-1,1.56e-07,0,0
0.00032065,-1.2536e-05,-1,1.57e-07,0,0
0.00031525,-1.2107e-05,-1,1.58e-07,0,0
0.00030964,-1.1693e-05,-1,1.59e-07,0,0
0.00030383,-1.1289e-05,-1,1.6e-07,0,0
